[front_panel]
mode=T2 - R2
output=20 dB
gain=25 dB
probe1=2 MHz
probe2=2 MHz

[measure]
selection=1
samplerate=1
begin=0
end=100
sound speed=2700
units=1

[ascan]
fft filter=0
fft middle=2
fft width=2
fft gate=5
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Depth [mm]	Amplitude	
2,327E+01	6,499E-03	
2,330E+01	6,642E-03	
2,333E+01	6,752E-03	
2,335E+01	6,829E-03	
2,338E+01	6,872E-03	
2,341E+01	6,880E-03	
2,344E+01	6,854E-03	
2,346E+01	6,796E-03	
2,349E+01	6,708E-03	
2,352E+01	6,593E-03	
2,354E+01	6,455E-03	
2,357E+01	6,300E-03	
2,360E+01	6,131E-03	
2,363E+01	5,955E-03	
2,365E+01	5,778E-03	
2,368E+01	5,604E-03	
2,371E+01	5,438E-03	
2,373E+01	5,286E-03	
2,376E+01	5,151E-03	
2,379E+01	5,036E-03	
2,381E+01	4,943E-03	
2,384E+01	4,872E-03	
2,387E+01	4,824E-03	
2,390E+01	4,796E-03	
2,392E+01	4,787E-03	
2,395E+01	4,793E-03	
2,398E+01	4,810E-03	
2,400E+01	4,835E-03	
2,403E+01	4,862E-03	
2,406E+01	4,888E-03	
2,408E+01	4,908E-03	
2,411E+01	4,919E-03	
2,414E+01	4,917E-03	
2,417E+01	4,899E-03	
2,419E+01	4,863E-03	
2,422E+01	4,809E-03	
2,425E+01	4,736E-03	
2,427E+01	4,643E-03	
2,430E+01	4,534E-03	
2,433E+01	4,408E-03	
2,435E+01	4,269E-03	
2,438E+01	4,120E-03	
2,441E+01	3,963E-03	
2,444E+01	3,803E-03	
2,446E+01	3,644E-03	
2,449E+01	3,490E-03	
2,452E+01	3,345E-03	
2,454E+01	3,214E-03	
2,457E+01	3,100E-03	
2,460E+01	3,008E-03	
2,462E+01	2,941E-03	
2,465E+01	2,902E-03	
2,468E+01	2,893E-03	
2,470E+01	2,916E-03	
2,473E+01	2,972E-03	
2,476E+01	3,062E-03	
2,479E+01	3,183E-03	
2,481E+01	3,335E-03	
2,484E+01	3,515E-03	
2,487E+01	3,717E-03	
2,489E+01	3,939E-03	
2,492E+01	4,173E-03	
2,495E+01	4,415E-03	
2,498E+01	4,657E-03	
2,500E+01	4,894E-03	
2,503E+01	5,119E-03	
2,506E+01	5,325E-03	
2,508E+01	5,509E-03	
2,511E+01	5,665E-03	
2,514E+01	5,791E-03	
2,516E+01	5,884E-03	
2,519E+01	5,943E-03	
2,522E+01	5,971E-03	
2,525E+01	5,968E-03	
2,527E+01	5,938E-03	
2,530E+01	5,885E-03	
2,533E+01	5,815E-03	
2,535E+01	5,731E-03	
2,538E+01	5,640E-03	
2,541E+01	5,548E-03	
2,543E+01	5,458E-03	
2,546E+01	5,374E-03	
2,549E+01	5,300E-03	
2,552E+01	5,236E-03	
2,554E+01	5,183E-03	
2,557E+01	5,140E-03	
2,560E+01	5,105E-03	
2,562E+01	5,075E-03	
2,565E+01	5,046E-03	
2,568E+01	5,015E-03	
2,570E+01	4,978E-03	
2,573E+01	4,930E-03	
2,576E+01	4,870E-03	
2,578E+01	4,795E-03	
2,581E+01	4,705E-03	
2,584E+01	4,598E-03	
2,587E+01	4,477E-03	
2,589E+01	4,345E-03	
2,592E+01	4,204E-03	
2,595E+01	4,058E-03	
2,597E+01	3,913E-03	
2,600E+01	3,773E-03	
2,603E+01	3,644E-03	
2,606E+01	3,529E-03	
2,608E+01	3,433E-03	
2,611E+01	3,359E-03	
2,614E+01	3,309E-03	
2,616E+01	3,283E-03	
2,619E+01	3,281E-03	
2,622E+01	3,302E-03	
2,624E+01	3,343E-03	
2,627E+01	3,401E-03	
2,630E+01	3,471E-03	
2,633E+01	3,549E-03	
2,635E+01	3,631E-03	
2,638E+01	3,711E-03	
2,641E+01	3,785E-03	
2,643E+01	3,849E-03	
2,646E+01	3,900E-03	
2,649E+01	3,935E-03	
2,651E+01	3,951E-03	
2,654E+01	3,949E-03	
2,657E+01	3,928E-03	
2,660E+01	3,887E-03	
2,662E+01	3,829E-03	
2,665E+01	3,755E-03	
2,668E+01	3,668E-03	
2,670E+01	3,570E-03	
2,673E+01	3,465E-03	
2,676E+01	3,355E-03	
2,678E+01	3,245E-03	
2,681E+01	3,138E-03	
2,684E+01	3,036E-03	
2,686E+01	2,944E-03	
2,689E+01	2,864E-03	
2,692E+01	2,798E-03	
2,695E+01	2,748E-03	
2,697E+01	2,715E-03	
2,700E+01	2,699E-03	
2,703E+01	2,700E-03	
2,705E+01	2,717E-03	
2,708E+01	2,748E-03	
2,711E+01	2,792E-03	
2,714E+01	2,845E-03	
2,716E+01	2,904E-03	
2,719E+01	2,967E-03	
2,722E+01	3,029E-03	
2,724E+01	3,088E-03	
2,727E+01	3,141E-03	
2,730E+01	3,184E-03	
2,732E+01	3,218E-03	
2,735E+01	3,239E-03	
2,738E+01	3,247E-03	
2,741E+01	3,243E-03	
2,743E+01	3,228E-03	
2,746E+01	3,202E-03	
2,749E+01	3,168E-03	
2,751E+01	3,128E-03	
2,754E+01	3,085E-03	
2,757E+01	3,041E-03	
2,759E+01	3,000E-03	
2,762E+01	2,963E-03	
2,765E+01	2,934E-03	
2,768E+01	2,913E-03	
2,770E+01	2,901E-03	
2,773E+01	2,900E-03	
2,776E+01	2,909E-03	
2,778E+01	2,927E-03	
2,781E+01	2,953E-03	
2,784E+01	2,986E-03	
2,786E+01	3,025E-03	
2,789E+01	3,067E-03	
2,792E+01	3,111E-03	
2,794E+01	3,157E-03	
2,797E+01	3,203E-03	
2,800E+01	3,249E-03	
2,803E+01	3,295E-03	
2,805E+01	3,341E-03	
2,808E+01	3,389E-03	
2,811E+01	3,437E-03	
2,813E+01	3,489E-03	
2,816E+01	3,543E-03	
2,819E+01	3,600E-03	
2,822E+01	3,659E-03	
2,824E+01	3,721E-03	
2,827E+01	3,784E-03	
2,830E+01	3,845E-03	
2,832E+01	3,902E-03	
2,835E+01	3,954E-03	
2,838E+01	3,996E-03	
2,840E+01	4,027E-03	
2,843E+01	4,043E-03	
2,846E+01	4,044E-03	
2,849E+01	4,027E-03	
2,851E+01	3,993E-03	
2,854E+01	3,942E-03	
2,857E+01	3,874E-03	
2,859E+01	3,793E-03	
2,862E+01	3,701E-03	
2,865E+01	3,602E-03	
2,867E+01	3,500E-03	
2,870E+01	3,399E-03	
2,873E+01	3,304E-03	
2,876E+01	3,218E-03	
2,878E+01	3,147E-03	
2,881E+01	3,092E-03	
2,884E+01	3,056E-03	
2,886E+01	3,041E-03	
2,889E+01	3,047E-03	
2,892E+01	3,073E-03	
2,894E+01	3,118E-03	
2,897E+01	3,179E-03	
2,900E+01	3,253E-03	
2,902E+01	3,335E-03	
2,905E+01	3,422E-03	
2,908E+01	3,509E-03	
2,911E+01	3,591E-03	
2,913E+01	3,665E-03	
2,916E+01	3,726E-03	
2,919E+01	3,771E-03	
2,921E+01	3,799E-03	
2,924E+01	3,809E-03	
2,927E+01	3,801E-03	
2,930E+01	3,774E-03	
2,932E+01	3,732E-03	
2,935E+01	3,676E-03	
2,938E+01	3,610E-03	
2,940E+01	3,536E-03	
2,943E+01	3,458E-03	
2,946E+01	3,380E-03	
2,948E+01	3,304E-03	
2,951E+01	3,234E-03	
2,954E+01	3,170E-03	
2,957E+01	3,115E-03	
2,959E+01	3,070E-03	
2,962E+01	3,035E-03	
2,965E+01	3,008E-03	
2,967E+01	2,991E-03	
2,970E+01	2,981E-03	
2,973E+01	2,977E-03	
2,975E+01	2,979E-03	
2,978E+01	2,984E-03	
2,981E+01	2,991E-03	
2,984E+01	3,001E-03	
2,986E+01	3,011E-03	
2,989E+01	3,022E-03	
2,992E+01	3,033E-03	
2,994E+01	3,044E-03	
2,997E+01	3,055E-03	
3,000E+01	3,066E-03	
3,002E+01	3,076E-03	
3,005E+01	3,086E-03	
3,008E+01	3,094E-03	
3,011E+01	3,100E-03	
3,013E+01	3,103E-03	
3,016E+01	3,102E-03	
3,019E+01	3,097E-03	
3,021E+01	3,086E-03	
3,024E+01	3,071E-03	
3,027E+01	3,049E-03	
3,029E+01	3,022E-03	
3,032E+01	2,990E-03	
3,035E+01	2,955E-03	
3,038E+01	2,916E-03	
3,040E+01	2,877E-03	
3,043E+01	2,838E-03	
3,046E+01	2,802E-03	
3,048E+01	2,770E-03	
3,051E+01	2,745E-03	
3,054E+01	2,729E-03	
3,056E+01	2,723E-03	
3,059E+01	2,729E-03	
3,062E+01	2,749E-03	
3,065E+01	2,784E-03	
3,067E+01	2,835E-03	
3,070E+01	2,901E-03	
3,073E+01	2,985E-03	
3,075E+01	3,085E-03	
3,078E+01	3,200E-03	
3,081E+01	3,330E-03	
3,083E+01	3,473E-03	
3,086E+01	3,627E-03	
3,089E+01	3,789E-03	
3,092E+01	3,956E-03	
3,094E+01	4,126E-03	
3,097E+01	4,294E-03	
3,100E+01	4,457E-03	
3,102E+01	4,611E-03	
3,105E+01	4,752E-03	
3,108E+01	4,877E-03	
3,110E+01	4,984E-03	
3,113E+01	5,069E-03	
3,116E+01	5,130E-03	
3,119E+01	5,167E-03	
3,121E+01	5,179E-03	
3,124E+01	5,164E-03	
3,127E+01	5,125E-03	
3,129E+01	5,062E-03	
3,132E+01	4,976E-03	
3,135E+01	4,870E-03	
3,137E+01	4,747E-03	
3,140E+01	4,609E-03	
3,143E+01	4,459E-03	
3,145E+01	4,302E-03	
3,148E+01	4,141E-03	
3,151E+01	3,979E-03	
3,154E+01	3,821E-03	
3,156E+01	3,670E-03	
3,159E+01	3,529E-03	
3,162E+01	3,401E-03	
3,164E+01	3,288E-03	
3,167E+01	3,193E-03	
3,170E+01	3,116E-03	
3,173E+01	3,058E-03	
3,175E+01	3,019E-03	
3,178E+01	2,998E-03	
3,181E+01	2,994E-03	
3,183E+01	3,005E-03	
3,186E+01	3,030E-03	
3,189E+01	3,065E-03	
3,191E+01	3,110E-03	
3,194E+01	3,163E-03	
3,197E+01	3,221E-03	
3,200E+01	3,283E-03	
3,202E+01	3,348E-03	
3,205E+01	3,415E-03	
3,208E+01	3,484E-03	
3,210E+01	3,554E-03	
3,213E+01	3,623E-03	
3,216E+01	3,692E-03	
3,218E+01	3,759E-03	
3,221E+01	3,822E-03	
3,224E+01	3,882E-03	
3,226E+01	3,935E-03	
3,229E+01	3,980E-03	
3,232E+01	4,016E-03	
3,235E+01	4,039E-03	
3,237E+01	4,050E-03	
3,240E+01	4,046E-03	
3,243E+01	4,026E-03	
3,245E+01	3,992E-03	
3,248E+01	3,942E-03	
3,251E+01	3,879E-03	
3,253E+01	3,803E-03	
3,256E+01	3,719E-03	
3,259E+01	3,628E-03	
3,262E+01	3,534E-03	
3,264E+01	3,441E-03	
3,267E+01	3,352E-03	
3,270E+01	3,271E-03	
3,272E+01	3,200E-03	
3,275E+01	3,142E-03	
3,278E+01	3,098E-03	
3,281E+01	3,069E-03	
3,283E+01	3,054E-03	
3,286E+01	3,053E-03	
3,289E+01	3,065E-03	
3,291E+01	3,086E-03	
3,294E+01	3,115E-03	
3,297E+01	3,149E-03	
3,299E+01	3,185E-03	
3,302E+01	3,220E-03	
3,305E+01	3,253E-03	
3,308E+01	3,282E-03	
3,310E+01	3,306E-03	
3,313E+01	3,325E-03	
3,316E+01	3,338E-03	
3,318E+01	3,346E-03	
3,321E+01	3,352E-03	
3,324E+01	3,356E-03	
3,326E+01	3,362E-03	
3,329E+01	3,370E-03	
3,332E+01	3,384E-03	
3,335E+01	3,406E-03	
3,337E+01	3,438E-03	
3,340E+01	3,481E-03	
3,343E+01	3,537E-03	
3,345E+01	3,604E-03	
3,348E+01	3,684E-03	
3,351E+01	3,774E-03	
3,353E+01	3,874E-03	
3,356E+01	3,979E-03	
3,359E+01	4,087E-03	
3,362E+01	4,195E-03	
3,364E+01	4,298E-03	
3,367E+01	4,393E-03	
3,370E+01	4,476E-03	
3,372E+01	4,544E-03	
3,375E+01	4,594E-03	
3,378E+01	4,623E-03	
3,380E+01	4,631E-03	
3,383E+01	4,618E-03	
3,386E+01	4,583E-03	
3,389E+01	4,528E-03	
3,391E+01	4,456E-03	
3,394E+01	4,370E-03	
3,397E+01	4,274E-03	
3,399E+01	4,173E-03	
3,402E+01	4,072E-03	
3,405E+01	3,977E-03	
3,407E+01	3,893E-03	
3,410E+01	3,826E-03	
3,413E+01	3,781E-03	
3,415E+01	3,762E-03	
3,418E+01	3,773E-03	
3,421E+01	3,816E-03	
3,424E+01	3,892E-03	
3,426E+01	4,001E-03	
3,429E+01	4,141E-03	
3,432E+01	4,309E-03	
3,434E+01	4,500E-03	
3,437E+01	4,710E-03	
3,440E+01	4,929E-03	
3,442E+01	5,153E-03	
3,445E+01	5,371E-03	
3,448E+01	5,578E-03	
3,451E+01	5,764E-03	
3,453E+01	5,923E-03	
3,456E+01	6,050E-03	
3,459E+01	6,139E-03	
3,461E+01	6,188E-03	
3,464E+01	6,196E-03	
3,467E+01	6,162E-03	
3,469E+01	6,089E-03	
3,472E+01	5,980E-03	
3,475E+01	5,840E-03	
3,478E+01	5,676E-03	
3,480E+01	5,495E-03	
3,483E+01	5,304E-03	
3,486E+01	5,111E-03	
3,488E+01	4,925E-03	
3,491E+01	4,752E-03	
3,494E+01	4,600E-03	
3,497E+01	4,473E-03	
3,499E+01	4,376E-03	
3,502E+01	4,312E-03	
3,505E+01	4,281E-03	
3,507E+01	4,284E-03	
3,510E+01	4,319E-03	
3,513E+01	4,381E-03	
3,515E+01	4,468E-03	
3,518E+01	4,572E-03	
3,521E+01	4,689E-03	
3,524E+01	4,812E-03	
3,526E+01	4,934E-03	
3,529E+01	5,049E-03	
3,532E+01	5,152E-03	
3,534E+01	5,238E-03	
3,537E+01	5,302E-03	
3,540E+01	5,341E-03	
3,542E+01	5,354E-03	
3,545E+01	5,339E-03	
3,548E+01	5,298E-03	
3,551E+01	5,231E-03	
3,553E+01	5,141E-03	
3,556E+01	5,031E-03	
3,559E+01	4,906E-03	
3,561E+01	4,769E-03	
3,564E+01	4,626E-03	
3,567E+01	4,481E-03	
3,569E+01	4,338E-03	
3,572E+01	4,203E-03	
3,575E+01	4,078E-03	
3,578E+01	3,966E-03	
3,580E+01	3,869E-03	
3,583E+01	3,790E-03	
3,586E+01	3,727E-03	
3,588E+01	3,682E-03	
3,591E+01	3,652E-03	
3,594E+01	3,636E-03	
3,596E+01	3,633E-03	
3,599E+01	3,638E-03	
3,602E+01	3,651E-03	
3,605E+01	3,668E-03	
3,607E+01	3,687E-03	
3,610E+01	3,705E-03	
3,613E+01	3,720E-03	
3,615E+01	3,731E-03	
3,618E+01	3,735E-03	
3,621E+01	3,733E-03	
3,623E+01	3,723E-03	
3,626E+01	3,706E-03	
3,629E+01	3,682E-03	
3,632E+01	3,652E-03	
3,634E+01	3,619E-03	
3,637E+01	3,583E-03	
3,640E+01	3,548E-03	
3,642E+01	3,515E-03	
3,645E+01	3,487E-03	
3,648E+01	3,467E-03	
3,650E+01	3,456E-03	
3,653E+01	3,456E-03	
3,656E+01	3,469E-03	
3,658E+01	3,496E-03	
3,661E+01	3,536E-03	
3,664E+01	3,589E-03	
3,667E+01	3,654E-03	
3,669E+01	3,728E-03	
3,672E+01	3,808E-03	
3,675E+01	3,892E-03	
3,677E+01	3,975E-03	
3,680E+01	4,054E-03	
3,683E+01	4,125E-03	
3,685E+01	4,185E-03	
3,688E+01	4,231E-03	
3,691E+01	4,259E-03	
3,694E+01	4,269E-03	
3,696E+01	4,259E-03	
3,699E+01	4,228E-03	
3,702E+01	4,179E-03	
3,704E+01	4,112E-03	
3,707E+01	4,031E-03	
3,710E+01	3,938E-03	
3,713E+01	3,839E-03	
3,715E+01	3,737E-03	
3,718E+01	3,638E-03	
3,721E+01	3,547E-03	
3,723E+01	3,466E-03	
3,726E+01	3,402E-03	
3,729E+01	3,357E-03	
3,731E+01	3,332E-03	
3,734E+01	3,331E-03	
3,737E+01	3,351E-03	
3,740E+01	3,394E-03	
3,742E+01	3,455E-03	
3,745E+01	3,534E-03	
3,748E+01	3,625E-03	
3,750E+01	3,725E-03	
3,753E+01	3,828E-03	
3,756E+01	3,930E-03	
3,758E+01	4,026E-03	
3,761E+01	4,112E-03	
3,764E+01	4,183E-03	
3,767E+01	4,236E-03	
3,769E+01	4,270E-03	
3,772E+01	4,281E-03	
3,775E+01	4,269E-03	
3,777E+01	4,234E-03	
3,780E+01	4,178E-03	
3,783E+01	4,100E-03	
3,785E+01	4,005E-03	
3,788E+01	3,895E-03	
3,791E+01	3,773E-03	
3,794E+01	3,645E-03	
3,796E+01	3,513E-03	
3,799E+01	3,384E-03	
3,802E+01	3,262E-03	
3,804E+01	3,151E-03	
3,807E+01	3,056E-03	
3,810E+01	2,981E-03	
3,812E+01	2,930E-03	
3,815E+01	2,903E-03	
3,818E+01	2,904E-03	
3,821E+01	2,933E-03	
3,823E+01	2,989E-03	
3,826E+01	3,070E-03	
3,829E+01	3,174E-03	
3,831E+01	3,297E-03	
3,834E+01	3,435E-03	
3,837E+01	3,583E-03	
3,839E+01	3,737E-03	
3,842E+01	3,890E-03	
3,845E+01	4,037E-03	
3,848E+01	4,173E-03	
3,850E+01	4,294E-03	
3,853E+01	4,395E-03	
3,856E+01	4,475E-03	
3,858E+01	4,530E-03	
3,861E+01	4,559E-03	
3,864E+01	4,563E-03	
3,866E+01	4,541E-03	
3,869E+01	4,497E-03	
3,872E+01	4,433E-03	
3,874E+01	4,353E-03	
3,877E+01	4,260E-03	
3,880E+01	4,160E-03	
3,883E+01	4,056E-03	
3,885E+01	3,955E-03	
3,888E+01	3,860E-03	
3,891E+01	3,777E-03	
3,893E+01	3,707E-03	
3,896E+01	3,655E-03	
3,899E+01	3,622E-03	
3,901E+01	3,609E-03	
3,904E+01	3,615E-03	
3,907E+01	3,640E-03	
3,910E+01	3,681E-03	
3,912E+01	3,735E-03	
3,915E+01	3,798E-03	
3,918E+01	3,867E-03	
3,920E+01	3,937E-03	
3,923E+01	4,004E-03	
3,926E+01	4,063E-03	
3,928E+01	4,111E-03	
3,931E+01	4,144E-03	
3,934E+01	4,160E-03	
3,937E+01	4,158E-03	
3,939E+01	4,137E-03	
3,942E+01	4,098E-03	
3,945E+01	4,041E-03	
3,947E+01	3,969E-03	
3,950E+01	3,884E-03	
3,953E+01	3,790E-03	
3,956E+01	3,689E-03	
3,958E+01	3,587E-03	
3,961E+01	3,485E-03	
3,964E+01	3,388E-03	
3,966E+01	3,299E-03	
3,969E+01	3,220E-03	
3,972E+01	3,153E-03	
3,974E+01	3,099E-03	
3,977E+01	3,060E-03	
3,980E+01	3,035E-03	
3,983E+01	3,025E-03	
3,985E+01	3,027E-03	
3,988E+01	3,041E-03	
3,991E+01	3,066E-03	
3,993E+01	3,098E-03	
3,996E+01	3,137E-03	
3,999E+01	3,181E-03	
4,001E+01	3,226E-03	
4,004E+01	3,271E-03	
4,007E+01	3,315E-03	
4,010E+01	3,355E-03	
4,012E+01	3,391E-03	
4,015E+01	3,422E-03	
4,018E+01	3,446E-03	
4,020E+01	3,464E-03	
4,023E+01	3,475E-03	
4,026E+01	3,481E-03	
4,028E+01	3,481E-03	
4,031E+01	3,477E-03	
4,034E+01	3,469E-03	
4,037E+01	3,459E-03	
4,039E+01	3,448E-03	
4,042E+01	3,437E-03	
4,045E+01	3,427E-03	
4,047E+01	3,419E-03	
4,050E+01	3,414E-03	
4,053E+01	3,411E-03	
4,055E+01	3,410E-03	
4,058E+01	3,411E-03	
4,061E+01	3,414E-03	
4,064E+01	3,415E-03	
4,066E+01	3,415E-03	
4,069E+01	3,412E-03	
4,072E+01	3,404E-03	
4,074E+01	3,389E-03	
4,077E+01	3,367E-03	
4,080E+01	3,337E-03	
4,082E+01	3,298E-03	
4,085E+01	3,252E-03	
4,088E+01	3,197E-03	
4,091E+01	3,136E-03	
4,093E+01	3,070E-03	
4,096E+01	3,001E-03	
4,099E+01	2,931E-03	
4,101E+01	2,863E-03	
4,104E+01	2,798E-03	
4,107E+01	2,740E-03	
4,109E+01	2,689E-03	
4,112E+01	2,648E-03	
4,115E+01	2,619E-03	
4,117E+01	2,603E-03	
4,120E+01	2,600E-03	
4,123E+01	2,611E-03	
4,126E+01	2,635E-03	
4,128E+01	2,672E-03	
4,131E+01	2,722E-03	
4,134E+01	2,781E-03	
4,136E+01	2,850E-03	
4,139E+01	2,926E-03	
4,142E+01	3,007E-03	
4,144E+01	3,090E-03	
4,147E+01	3,174E-03	
4,150E+01	3,256E-03	
4,153E+01	3,335E-03	
4,155E+01	3,409E-03	
4,158E+01	3,476E-03	
4,161E+01	3,534E-03	
4,163E+01	3,583E-03	
4,166E+01	3,622E-03	
4,169E+01	3,650E-03	
4,172E+01	3,666E-03	
4,174E+01	3,671E-03	
4,177E+01	3,664E-03	
4,180E+01	3,646E-03	
4,182E+01	3,618E-03	
4,185E+01	3,579E-03	
4,188E+01	3,530E-03	
4,190E+01	3,474E-03	
4,193E+01	3,411E-03	
4,196E+01	3,342E-03	
4,199E+01	3,270E-03	
4,201E+01	3,195E-03	
4,204E+01	3,121E-03	
4,207E+01	3,049E-03	
4,209E+01	2,982E-03	
4,212E+01	2,921E-03	
4,215E+01	2,868E-03	
4,217E+01	2,827E-03	
4,220E+01	2,798E-03	
4,223E+01	2,783E-03	
4,226E+01	2,783E-03	
4,228E+01	2,799E-03	
4,231E+01	2,831E-03	
4,234E+01	2,879E-03	
4,236E+01	2,941E-03	
4,239E+01	3,015E-03	
4,242E+01	3,099E-03	
4,244E+01	3,191E-03	
4,247E+01	3,288E-03	
4,250E+01	3,386E-03	
4,253E+01	3,482E-03	
4,255E+01	3,572E-03	
4,258E+01	3,653E-03	
4,261E+01	3,723E-03	
4,263E+01	3,778E-03	
4,266E+01	3,818E-03	
4,269E+01	3,841E-03	
4,271E+01	3,846E-03	
4,274E+01	3,834E-03	
4,277E+01	3,804E-03	
4,280E+01	3,759E-03	
4,282E+01	3,701E-03	
4,285E+01	3,630E-03	
4,288E+01	3,551E-03	
4,290E+01	3,465E-03	
4,293E+01	3,376E-03	
4,296E+01	3,285E-03	
4,298E+01	3,197E-03	
4,301E+01	3,113E-03	
4,304E+01	3,035E-03	
4,307E+01	2,966E-03	
4,309E+01	2,907E-03	
4,312E+01	2,858E-03	
4,315E+01	2,821E-03	
4,317E+01	2,796E-03	
4,320E+01	2,783E-03	
4,323E+01	2,781E-03	
4,325E+01	2,789E-03	
4,328E+01	2,807E-03	
4,331E+01	2,832E-03	
4,333E+01	2,862E-03	
4,336E+01	2,896E-03	
4,339E+01	2,932E-03	
4,342E+01	2,967E-03	
4,344E+01	2,999E-03	
4,347E+01	3,027E-03	
4,350E+01	3,048E-03	
4,352E+01	3,062E-03	
4,355E+01	3,066E-03	
4,358E+01	3,061E-03	
4,360E+01	3,046E-03	
4,363E+01	3,022E-03	
4,366E+01	2,988E-03	
4,369E+01	2,947E-03	
4,371E+01	2,899E-03	
4,374E+01	2,846E-03	
4,377E+01	2,790E-03	
4,379E+01	2,732E-03	
4,382E+01	2,675E-03	
4,385E+01	2,620E-03	
4,388E+01	2,568E-03	
4,390E+01	2,523E-03	
4,393E+01	2,485E-03	
4,396E+01	2,455E-03	
4,398E+01	2,435E-03	
4,401E+01	2,426E-03	
4,404E+01	2,428E-03	
4,406E+01	2,442E-03	
4,409E+01	2,468E-03	
4,412E+01	2,504E-03	
4,415E+01	2,552E-03	
4,417E+01	2,610E-03	
4,420E+01	2,676E-03	
4,423E+01	2,749E-03	
4,425E+01	2,827E-03	
4,428E+01	2,908E-03	
4,431E+01	2,991E-03	
4,433E+01	3,071E-03	
4,436E+01	3,148E-03	
4,439E+01	3,218E-03	
4,442E+01	3,279E-03	
4,444E+01	3,330E-03	
4,447E+01	3,368E-03	
4,450E+01	3,392E-03	
4,452E+01	3,401E-03	
4,455E+01	3,396E-03	
4,458E+01	3,375E-03	
4,460E+01	3,341E-03	
4,463E+01	3,295E-03	
4,466E+01	3,238E-03	
4,469E+01	3,173E-03	
4,471E+01	3,103E-03	
4,474E+01	3,030E-03	
4,477E+01	2,957E-03	
4,479E+01	2,886E-03	
4,482E+01	2,820E-03	
4,485E+01	2,761E-03	
4,487E+01	2,711E-03	
4,490E+01	2,670E-03	
4,493E+01	2,641E-03	
4,496E+01	2,621E-03	
4,498E+01	2,613E-03	
4,501E+01	2,615E-03	
4,504E+01	2,625E-03	
4,506E+01	2,643E-03	
4,509E+01	2,667E-03	
4,512E+01	2,696E-03	
4,514E+01	2,727E-03	
4,517E+01	2,758E-03	
4,520E+01	2,789E-03	
4,523E+01	2,817E-03	
4,525E+01	2,841E-03	
4,528E+01	2,861E-03	
4,531E+01	2,876E-03	
4,533E+01	2,885E-03	
4,536E+01	2,889E-03	
4,539E+01	2,888E-03	
4,541E+01	2,883E-03	
4,544E+01	2,874E-03	
4,547E+01	2,864E-03	
4,549E+01	2,853E-03	
4,552E+01	2,842E-03	
4,555E+01	2,834E-03	
4,558E+01	2,828E-03	
4,560E+01	2,826E-03	
4,563E+01	2,830E-03	
4,566E+01	2,838E-03	
4,568E+01	2,851E-03	
4,571E+01	2,868E-03	
4,574E+01	2,888E-03	
4,576E+01	2,911E-03	
4,579E+01	2,933E-03	
4,582E+01	2,955E-03	
4,585E+01	2,973E-03	
4,587E+01	2,987E-03	
4,590E+01	2,993E-03	
4,593E+01	2,993E-03	
4,595E+01	2,983E-03	
4,598E+01	2,965E-03	
4,601E+01	2,937E-03	
4,603E+01	2,902E-03	
4,606E+01	2,859E-03	
4,609E+01	2,811E-03	
4,612E+01	2,760E-03	
4,614E+01	2,706E-03	
4,617E+01	2,654E-03	
4,620E+01	2,605E-03	
4,622E+01	2,561E-03	
4,625E+01	2,524E-03	
4,628E+01	2,496E-03	
4,631E+01	2,478E-03	
4,633E+01	2,472E-03	
4,636E+01	2,478E-03	
4,639E+01	2,495E-03	
4,641E+01	2,524E-03	
4,644E+01	2,563E-03	
4,647E+01	2,612E-03	
4,649E+01	2,667E-03	
4,652E+01	2,728E-03	
4,655E+01	2,792E-03	
4,658E+01	2,856E-03	
4,660E+01	2,918E-03	
4,663E+01	2,976E-03	
4,666E+01	3,026E-03	
4,668E+01	3,067E-03	
4,671E+01	3,097E-03	
4,674E+01	3,115E-03	
4,676E+01	3,120E-03	
4,679E+01	3,111E-03	
4,682E+01	3,089E-03	
4,685E+01	3,053E-03	
4,687E+01	3,006E-03	
4,690E+01	2,948E-03	
4,693E+01	2,881E-03	
4,695E+01	2,808E-03	
4,698E+01	2,731E-03	
4,701E+01	2,652E-03	
4,703E+01	2,573E-03	
4,706E+01	2,497E-03	
4,709E+01	2,425E-03	
4,712E+01	2,360E-03	
4,714E+01	2,303E-03	
4,717E+01	2,254E-03	
4,720E+01	2,215E-03	
4,722E+01	2,186E-03	
4,725E+01	2,167E-03	
4,728E+01	2,158E-03	
4,730E+01	2,159E-03	
4,733E+01	2,169E-03	
4,736E+01	2,186E-03	
4,739E+01	2,212E-03	
4,741E+01	2,243E-03	
4,744E+01	2,280E-03	
4,747E+01	2,320E-03	
4,749E+01	2,363E-03	
4,752E+01	2,408E-03	
4,755E+01	2,453E-03	
4,757E+01	2,497E-03	
4,760E+01	2,540E-03	
4,763E+01	2,579E-03	
4,766E+01	2,614E-03	
4,768E+01	2,645E-03	
4,771E+01	2,670E-03	
4,774E+01	2,690E-03	
4,776E+01	2,703E-03	
4,779E+01	2,711E-03	
4,782E+01	2,714E-03	
4,784E+01	2,711E-03	
4,787E+01	2,704E-03	
4,790E+01	2,693E-03	
4,792E+01	2,679E-03	
4,795E+01	2,663E-03	
4,798E+01	2,645E-03	
4,801E+01	2,626E-03	
4,803E+01	2,607E-03	
4,806E+01	2,589E-03	
4,809E+01	2,572E-03	
4,811E+01	2,555E-03	
