[front_panel]
mode=T2 - R2
output=20 dB
gain=25 dB
probe1=2 MHz
probe2=2 MHz

[measure]
selection=1
samplerate=1
begin=0
end=100
sound speed=2700
units=1

[ascan]
fft filter=0
fft middle=2
fft width=2
fft gate=5
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Depth [mm]	Amplitude	
7,301E+01	2,452E-03	
7,304E+01	2,376E-03	
7,306E+01	2,312E-03	
7,309E+01	2,261E-03	
7,312E+01	2,227E-03	
7,314E+01	2,209E-03	
7,317E+01	2,210E-03	
7,320E+01	2,229E-03	
7,322E+01	2,266E-03	
7,325E+01	2,318E-03	
7,328E+01	2,385E-03	
7,331E+01	2,464E-03	
7,333E+01	2,551E-03	
7,336E+01	2,643E-03	
7,339E+01	2,737E-03	
7,341E+01	2,829E-03	
7,344E+01	2,916E-03	
7,347E+01	2,995E-03	
7,349E+01	3,063E-03	
7,352E+01	3,118E-03	
7,355E+01	3,159E-03	
7,358E+01	3,186E-03	
7,360E+01	3,197E-03	
7,363E+01	3,195E-03	
7,366E+01	3,181E-03	
7,368E+01	3,155E-03	
7,371E+01	3,122E-03	
7,374E+01	3,083E-03	
7,376E+01	3,041E-03	
7,379E+01	3,000E-03	
7,382E+01	2,961E-03	
7,385E+01	2,927E-03	
7,387E+01	2,900E-03	
7,390E+01	2,882E-03	
7,393E+01	2,872E-03	
7,395E+01	2,871E-03	
7,398E+01	2,879E-03	
7,401E+01	2,895E-03	
7,403E+01	2,917E-03	
7,406E+01	2,943E-03	
7,409E+01	2,972E-03	
7,411E+01	3,000E-03	
7,414E+01	3,027E-03	
7,417E+01	3,048E-03	
7,420E+01	3,063E-03	
7,422E+01	3,069E-03	
7,425E+01	3,064E-03	
7,428E+01	3,047E-03	
7,430E+01	3,018E-03	
7,433E+01	2,976E-03	
7,436E+01	2,921E-03	
7,439E+01	2,856E-03	
7,441E+01	2,780E-03	
7,444E+01	2,696E-03	
7,447E+01	2,607E-03	
7,449E+01	2,515E-03	
7,452E+01	2,423E-03	
7,455E+01	2,334E-03	
7,457E+01	2,250E-03	
7,460E+01	2,174E-03	
7,463E+01	2,108E-03	
7,465E+01	2,053E-03	
7,468E+01	2,012E-03	
7,471E+01	1,983E-03	
7,474E+01	1,969E-03	
7,476E+01	1,967E-03	
7,479E+01	1,977E-03	
7,482E+01	1,999E-03	
7,484E+01	2,029E-03	
7,487E+01	2,066E-03	
7,490E+01	2,107E-03	
7,493E+01	2,152E-03	
7,495E+01	2,197E-03	
7,498E+01	2,241E-03	
7,501E+01	2,282E-03	
7,503E+01	2,319E-03	
7,506E+01	2,350E-03	
7,509E+01	2,376E-03	
7,511E+01	2,396E-03	
7,514E+01	2,411E-03	
7,517E+01	2,421E-03	
7,519E+01	2,428E-03	
7,522E+01	2,432E-03	
7,525E+01	2,434E-03	
7,528E+01	2,436E-03	
7,530E+01	2,439E-03	
7,533E+01	2,444E-03	
7,536E+01	2,450E-03	
7,538E+01	2,459E-03	
7,541E+01	2,470E-03	
7,544E+01	2,482E-03	
7,547E+01	2,495E-03	
7,549E+01	2,507E-03	
7,552E+01	2,517E-03	
7,555E+01	2,523E-03	
7,557E+01	2,525E-03	
7,560E+01	2,520E-03	
7,563E+01	2,509E-03	
7,565E+01	2,489E-03	
7,568E+01	2,461E-03	
7,571E+01	2,425E-03	
7,574E+01	2,382E-03	
7,576E+01	2,331E-03	
7,579E+01	2,276E-03	
7,582E+01	2,216E-03	
7,584E+01	2,156E-03	
7,587E+01	2,096E-03	
7,590E+01	2,039E-03	
7,592E+01	1,988E-03	
7,595E+01	1,944E-03	
7,598E+01	1,911E-03	
7,601E+01	1,889E-03	
7,603E+01	1,880E-03	
7,606E+01	1,885E-03	
7,609E+01	1,904E-03	
7,611E+01	1,937E-03	
7,614E+01	1,983E-03	
7,617E+01	2,041E-03	
7,619E+01	2,108E-03	
7,622E+01	2,184E-03	
7,625E+01	2,265E-03	
7,628E+01	2,348E-03	
7,630E+01	2,432E-03	
7,633E+01	2,514E-03	
7,636E+01	2,592E-03	
7,638E+01	2,665E-03	
7,641E+01	2,729E-03	
7,644E+01	2,786E-03	
7,646E+01	2,833E-03	
7,649E+01	2,871E-03	
7,652E+01	2,899E-03	
7,654E+01	2,918E-03	
7,657E+01	2,927E-03	
7,660E+01	2,928E-03	
7,663E+01	2,920E-03	
7,665E+01	2,905E-03	
7,668E+01	2,884E-03	
7,671E+01	2,856E-03	
7,673E+01	2,823E-03	
7,676E+01	2,785E-03	
7,679E+01	2,744E-03	
7,682E+01	2,701E-03	
7,684E+01	2,655E-03	
7,687E+01	2,609E-03	
7,690E+01	2,563E-03	
7,692E+01	2,519E-03	
7,695E+01	2,475E-03	
7,698E+01	2,434E-03	
7,700E+01	2,396E-03	
7,703E+01	2,361E-03	
7,706E+01	2,329E-03	
7,708E+01	2,301E-03	
7,711E+01	2,276E-03	
7,714E+01	2,255E-03	
7,717E+01	2,238E-03	
7,719E+01	2,224E-03	
7,722E+01	2,213E-03	
7,725E+01	2,205E-03	
7,727E+01	2,199E-03	
7,730E+01	2,196E-03	
7,733E+01	2,195E-03	
7,736E+01	2,195E-03	
7,738E+01	2,196E-03	
7,741E+01	2,198E-03	
7,744E+01	2,200E-03	
7,746E+01	2,202E-03	
7,749E+01	2,202E-03	
7,752E+01	2,202E-03	
7,754E+01	2,200E-03	
7,757E+01	2,197E-03	
7,760E+01	2,192E-03	
7,763E+01	2,184E-03	
7,765E+01	2,175E-03	
7,768E+01	2,163E-03	
7,771E+01	2,149E-03	
7,773E+01	2,133E-03	
7,776E+01	2,114E-03	
7,779E+01	2,093E-03	
7,781E+01	2,069E-03	
7,784E+01	2,043E-03	
7,787E+01	2,015E-03	
7,790E+01	1,984E-03	
7,792E+01	1,952E-03	
7,795E+01	1,917E-03	
7,798E+01	1,882E-03	
7,800E+01	1,846E-03	
7,803E+01	1,809E-03	
7,806E+01	1,773E-03	
7,808E+01	1,739E-03	
7,811E+01	1,707E-03	
7,814E+01	1,678E-03	
7,817E+01	1,654E-03	
7,819E+01	1,634E-03	
7,822E+01	1,620E-03	
7,825E+01	1,613E-03	
7,827E+01	1,612E-03	
7,830E+01	1,617E-03	
7,833E+01	1,630E-03	
7,835E+01	1,648E-03	
7,838E+01	1,672E-03	
7,841E+01	1,701E-03	
7,844E+01	1,735E-03	
7,846E+01	1,771E-03	
7,849E+01	1,809E-03	
7,852E+01	1,848E-03	
7,854E+01	1,886E-03	
7,857E+01	1,924E-03	
7,860E+01	1,960E-03	
7,862E+01	1,994E-03	
7,865E+01	2,026E-03	
7,868E+01	2,055E-03	
7,871E+01	2,083E-03	
7,873E+01	2,109E-03	
7,876E+01	2,135E-03	
7,879E+01	2,161E-03	
7,881E+01	2,189E-03	
7,884E+01	2,219E-03	
7,887E+01	2,253E-03	
7,889E+01	2,290E-03	
7,892E+01	2,332E-03	
7,895E+01	2,378E-03	
7,897E+01	2,429E-03	
7,900E+01	2,484E-03	
7,903E+01	2,543E-03	
7,906E+01	2,604E-03	
7,908E+01	2,667E-03	
7,911E+01	2,730E-03	
7,914E+01	2,792E-03	
7,916E+01	2,850E-03	
7,919E+01	2,902E-03	
7,922E+01	2,948E-03	
7,925E+01	2,986E-03	
7,927E+01	3,013E-03	
7,930E+01	3,029E-03	
7,933E+01	3,032E-03	
7,935E+01	3,024E-03	
7,938E+01	3,002E-03	
7,941E+01	2,968E-03	
7,943E+01	2,922E-03	
7,946E+01	2,865E-03	
7,949E+01	2,799E-03	
7,951E+01	2,724E-03	
7,954E+01	2,644E-03	
7,957E+01	2,558E-03	
7,960E+01	2,470E-03	
7,962E+01	2,381E-03	
7,965E+01	2,292E-03	
7,968E+01	2,206E-03	
7,970E+01	2,123E-03	
7,973E+01	2,046E-03	
7,976E+01	1,975E-03	
7,979E+01	1,911E-03	
7,981E+01	1,856E-03	
7,984E+01	1,809E-03	
7,987E+01	1,771E-03	
7,989E+01	1,742E-03	
7,992E+01	1,721E-03	
7,995E+01	1,709E-03	
7,997E+01	1,704E-03	
8,000E+01	1,706E-03	
8,003E+01	1,713E-03	
8,006E+01	1,724E-03	
8,008E+01	1,738E-03	
8,011E+01	1,753E-03	
8,014E+01	1,769E-03	
8,016E+01	1,784E-03	
8,019E+01	1,797E-03	
8,022E+01	1,808E-03	
8,024E+01	1,817E-03	
8,027E+01	1,823E-03	
8,030E+01	1,827E-03	
8,033E+01	1,830E-03	
8,035E+01	1,832E-03	
8,038E+01	1,835E-03	
8,041E+01	1,840E-03	
8,043E+01	1,849E-03	
8,046E+01	1,861E-03	
8,049E+01	1,880E-03	
8,051E+01	1,905E-03	
8,054E+01	1,937E-03	
8,057E+01	1,977E-03	
8,060E+01	2,025E-03	
8,062E+01	2,080E-03	
8,065E+01	2,141E-03	
8,068E+01	2,208E-03	
8,070E+01	2,279E-03	
8,073E+01	2,353E-03	
8,076E+01	2,428E-03	
8,078E+01	2,503E-03	
8,081E+01	2,575E-03	
8,084E+01	2,643E-03	
8,086E+01	2,705E-03	
8,089E+01	2,761E-03	
8,092E+01	2,808E-03	
8,095E+01	2,847E-03	
8,097E+01	2,877E-03	
8,100E+01	2,897E-03	
8,103E+01	2,909E-03	
8,105E+01	2,912E-03	
8,108E+01	2,907E-03	
8,111E+01	2,895E-03	
8,114E+01	2,877E-03	
8,116E+01	2,854E-03	
8,119E+01	2,827E-03	
8,122E+01	2,797E-03	
8,124E+01	2,765E-03	
8,127E+01	2,731E-03	
8,130E+01	2,698E-03	
8,132E+01	2,665E-03	
8,135E+01	2,633E-03	
8,138E+01	2,602E-03	
8,140E+01	2,573E-03	
8,143E+01	2,546E-03	
8,146E+01	2,521E-03	
8,149E+01	2,499E-03	
8,151E+01	2,478E-03	
8,154E+01	2,460E-03	
8,157E+01	2,444E-03	
8,159E+01	2,430E-03	
8,162E+01	2,417E-03	
8,165E+01	2,406E-03	
8,168E+01	2,397E-03	
8,170E+01	2,389E-03	
8,173E+01	2,383E-03	
8,176E+01	2,377E-03	
8,178E+01	2,372E-03	
8,181E+01	2,367E-03	
8,184E+01	2,363E-03	
8,186E+01	2,358E-03	
8,189E+01	2,354E-03	
8,192E+01	2,349E-03	
8,194E+01	2,344E-03	
8,197E+01	2,339E-03	
8,200E+01	2,334E-03	
8,203E+01	2,328E-03	
8,205E+01	2,323E-03	
8,208E+01	2,319E-03	
8,211E+01	2,315E-03	
8,213E+01	2,312E-03	
8,216E+01	2,311E-03	
8,219E+01	2,312E-03	
8,222E+01	2,314E-03	
8,224E+01	2,317E-03	
8,227E+01	2,322E-03	
8,230E+01	2,327E-03	
8,232E+01	2,333E-03	
8,235E+01	2,339E-03	
8,238E+01	2,343E-03	
8,240E+01	2,346E-03	
8,243E+01	2,347E-03	
8,246E+01	2,345E-03	
8,249E+01	2,341E-03	
8,251E+01	2,334E-03	
8,254E+01	2,325E-03	
8,257E+01	2,313E-03	
8,259E+01	2,299E-03	
8,262E+01	2,285E-03	
8,265E+01	2,269E-03	
8,267E+01	2,254E-03	
8,270E+01	2,241E-03	
8,273E+01	2,229E-03	
8,276E+01	2,219E-03	
8,278E+01	2,213E-03	
8,281E+01	2,210E-03	
8,284E+01	2,211E-03	
8,286E+01	2,216E-03	
8,289E+01	2,224E-03	
8,292E+01	2,236E-03	
8,294E+01	2,251E-03	
8,297E+01	2,270E-03	
8,300E+01	2,290E-03	
8,303E+01	2,313E-03	
8,305E+01	2,338E-03	
8,308E+01	2,365E-03	
8,311E+01	2,393E-03	
8,313E+01	2,423E-03	
8,316E+01	2,454E-03	
8,319E+01	2,487E-03	
8,321E+01	2,520E-03	
8,324E+01	2,554E-03	
8,327E+01	2,589E-03	
8,329E+01	2,623E-03	
8,332E+01	2,656E-03	
8,335E+01	2,687E-03	
8,338E+01	2,715E-03	
8,340E+01	2,740E-03	
8,343E+01	2,760E-03	
8,346E+01	2,776E-03	
8,348E+01	2,786E-03	
8,351E+01	2,790E-03	
8,354E+01	2,789E-03	
8,357E+01	2,782E-03	
8,359E+01	2,769E-03	
8,362E+01	2,751E-03	
8,365E+01	2,729E-03	
8,367E+01	2,701E-03	
8,370E+01	2,670E-03	
8,373E+01	2,635E-03	
8,375E+01	2,597E-03	
8,378E+01	2,556E-03	
8,381E+01	2,513E-03	
8,383E+01	2,469E-03	
8,386E+01	2,422E-03	
8,389E+01	2,375E-03	
8,392E+01	2,328E-03	
8,394E+01	2,281E-03	
8,397E+01	2,234E-03	
8,400E+01	2,190E-03	
8,402E+01	2,147E-03	
8,405E+01	2,107E-03	
8,408E+01	2,070E-03	
8,411E+01	2,038E-03	
8,413E+01	2,010E-03	
8,416E+01	1,986E-03	
8,419E+01	1,968E-03	
8,421E+01	1,955E-03	
8,424E+01	1,947E-03	
8,427E+01	1,943E-03	
8,429E+01	1,945E-03	
8,432E+01	1,952E-03	
8,435E+01	1,963E-03	
8,438E+01	1,979E-03	
8,440E+01	1,999E-03	
8,443E+01	2,022E-03	
8,446E+01	2,050E-03	
8,448E+01	2,081E-03	
8,451E+01	2,115E-03	
8,454E+01	2,152E-03	
8,456E+01	2,191E-03	
8,459E+01	2,232E-03	
8,462E+01	2,275E-03	
8,465E+01	2,319E-03	
8,467E+01	2,363E-03	
8,470E+01	2,407E-03	
8,473E+01	2,449E-03	
8,475E+01	2,490E-03	
8,478E+01	2,527E-03	
8,481E+01	2,562E-03	
8,483E+01	2,592E-03	
8,486E+01	2,619E-03	
8,489E+01	2,641E-03	
8,492E+01	2,659E-03	
8,494E+01	2,673E-03	
8,497E+01	2,683E-03	
8,500E+01	2,691E-03	
8,502E+01	2,696E-03	
8,505E+01	2,700E-03	
8,508E+01	2,704E-03	
8,510E+01	2,707E-03	
8,513E+01	2,711E-03	
8,516E+01	2,715E-03	
8,519E+01	2,720E-03	
8,521E+01	2,726E-03	
8,524E+01	2,733E-03	
8,527E+01	2,741E-03	
8,529E+01	2,750E-03	
8,532E+01	2,758E-03	
8,535E+01	2,767E-03	
8,537E+01	2,776E-03	
8,540E+01	2,785E-03	
8,543E+01	2,794E-03	
8,546E+01	2,803E-03	
8,548E+01	2,812E-03	
8,551E+01	2,821E-03	
8,554E+01	2,831E-03	
8,556E+01	2,841E-03	
8,559E+01	2,852E-03	
8,562E+01	2,863E-03	
8,564E+01	2,874E-03	
8,567E+01	2,885E-03	
8,570E+01	2,894E-03	
8,572E+01	2,903E-03	
8,575E+01	2,908E-03	
8,578E+01	2,911E-03	
8,581E+01	2,911E-03	
8,583E+01	2,905E-03	
8,586E+01	2,896E-03	
8,589E+01	2,881E-03	
8,591E+01	2,861E-03	
8,594E+01	2,836E-03	
8,597E+01	2,806E-03	
8,600E+01	2,772E-03	
8,602E+01	2,734E-03	
8,605E+01	2,694E-03	
8,608E+01	2,652E-03	
8,610E+01	2,609E-03	
8,613E+01	2,567E-03	
8,616E+01	2,526E-03	
8,618E+01	2,487E-03	
8,621E+01	2,450E-03	
8,624E+01	2,417E-03	
8,626E+01	2,387E-03	
8,629E+01	2,361E-03	
8,632E+01	2,338E-03	
8,635E+01	2,318E-03	
8,637E+01	2,300E-03	
8,640E+01	2,285E-03	
8,643E+01	2,272E-03	
8,645E+01	2,260E-03	
8,648E+01	2,250E-03	
8,651E+01	2,240E-03	
8,654E+01	2,232E-03	
8,656E+01	2,225E-03	
8,659E+01	2,219E-03	
8,662E+01	2,215E-03	
8,664E+01	2,213E-03	
8,667E+01	2,212E-03	
8,670E+01	2,214E-03	
8,672E+01	2,219E-03	
8,675E+01	2,227E-03	
8,678E+01	2,237E-03	
8,681E+01	2,250E-03	
8,683E+01	2,266E-03	
8,686E+01	2,285E-03	
8,689E+01	2,306E-03	
8,691E+01	2,330E-03	
8,694E+01	2,356E-03	
8,697E+01	2,384E-03	
8,699E+01	2,414E-03	
8,702E+01	2,446E-03	
8,705E+01	2,480E-03	
8,708E+01	2,517E-03	
8,710E+01	2,555E-03	
8,713E+01	2,595E-03	
8,716E+01	2,637E-03	
8,718E+01	2,679E-03	
8,721E+01	2,723E-03	
8,724E+01	2,767E-03	
8,726E+01	2,810E-03	
8,729E+01	2,851E-03	
8,732E+01	2,891E-03	
8,735E+01	2,928E-03	
8,737E+01	2,961E-03	
8,740E+01	2,991E-03	
8,743E+01	3,017E-03	
8,745E+01	3,038E-03	
8,748E+01	3,055E-03	
8,751E+01	3,069E-03	
8,753E+01	3,078E-03	
8,756E+01	3,083E-03	
8,759E+01	3,085E-03	
8,761E+01	3,084E-03	
8,764E+01	3,079E-03	
8,767E+01	3,070E-03	
8,770E+01	3,059E-03	
8,772E+01	3,045E-03	
8,775E+01	3,028E-03	
8,778E+01	3,008E-03	
8,780E+01	2,986E-03	
8,783E+01	2,963E-03	
8,786E+01	2,940E-03	
8,789E+01	2,916E-03	
8,791E+01	2,892E-03	
8,794E+01	2,870E-03	
8,797E+01	2,850E-03	
8,799E+01	2,832E-03	
8,802E+01	2,817E-03	
8,805E+01	2,804E-03	
8,807E+01	2,793E-03	
8,810E+01	2,783E-03	
8,813E+01	2,775E-03	
8,815E+01	2,766E-03	
8,818E+01	2,757E-03	
8,821E+01	2,746E-03	
8,824E+01	2,733E-03	
8,826E+01	2,717E-03	
8,829E+01	2,697E-03	
8,832E+01	2,674E-03	
8,834E+01	2,647E-03	
8,837E+01	2,616E-03	
8,840E+01	2,582E-03	
8,843E+01	2,547E-03	
8,845E+01	2,510E-03	
8,848E+01	2,472E-03	
8,851E+01	2,436E-03	
8,853E+01	2,401E-03	
8,856E+01	2,369E-03	
8,859E+01	2,341E-03	
8,861E+01	2,317E-03	
8,864E+01	2,297E-03	
8,867E+01	2,283E-03	
8,869E+01	2,273E-03	
8,872E+01	2,268E-03	
8,875E+01	2,267E-03	
8,878E+01	2,269E-03	
8,880E+01	2,273E-03	
8,883E+01	2,278E-03	
8,886E+01	2,285E-03	
8,888E+01	2,291E-03	
8,891E+01	2,297E-03	
8,894E+01	2,302E-03	
8,897E+01	2,307E-03	
8,899E+01	2,310E-03	
8,902E+01	2,313E-03	
8,905E+01	2,315E-03	
8,907E+01	2,316E-03	
8,910E+01	2,317E-03	
8,913E+01	2,319E-03	
8,915E+01	2,320E-03	
8,918E+01	2,322E-03	
8,921E+01	2,325E-03	
8,924E+01	2,328E-03	
8,926E+01	2,331E-03	
8,929E+01	2,335E-03	
8,932E+01	2,339E-03	
8,934E+01	2,343E-03	
8,937E+01	2,347E-03	
8,940E+01	2,350E-03	
8,942E+01	2,352E-03	
8,945E+01	2,354E-03	
8,948E+01	2,356E-03	
8,951E+01	2,357E-03	
8,953E+01	2,358E-03	
8,956E+01	2,358E-03	
8,959E+01	2,359E-03	
8,961E+01	2,360E-03	
8,964E+01	2,361E-03	
8,967E+01	2,364E-03	
8,969E+01	2,367E-03	
8,972E+01	2,370E-03	
8,975E+01	2,375E-03	
8,978E+01	2,380E-03	
8,980E+01	2,385E-03	
8,983E+01	2,391E-03	
8,986E+01	2,396E-03	
8,988E+01	2,401E-03	
8,991E+01	2,405E-03	
8,994E+01	2,409E-03	
8,996E+01	2,412E-03	
8,999E+01	2,414E-03	
9,002E+01	2,415E-03	
9,004E+01	2,416E-03	
9,007E+01	2,417E-03	
9,010E+01	2,418E-03	
9,013E+01	2,420E-03	
9,015E+01	2,422E-03	
9,018E+01	2,425E-03	
9,021E+01	2,429E-03	
9,023E+01	2,434E-03	
9,026E+01	2,440E-03	
9,029E+01	2,445E-03	
9,032E+01	2,450E-03	
9,034E+01	2,455E-03	
9,037E+01	2,459E-03	
9,040E+01	2,461E-03	
9,042E+01	2,461E-03	
9,045E+01	2,459E-03	
9,048E+01	2,454E-03	
9,050E+01	2,447E-03	
9,053E+01	2,438E-03	
9,056E+01	2,426E-03	
9,058E+01	2,412E-03	
9,061E+01	2,396E-03	
9,064E+01	2,378E-03	
9,067E+01	2,359E-03	
9,069E+01	2,340E-03	
9,072E+01	2,320E-03	
9,075E+01	2,301E-03	
9,077E+01	2,282E-03	
9,080E+01	2,266E-03	
9,083E+01	2,252E-03	
9,086E+01	2,242E-03	
9,088E+01	2,235E-03	
9,091E+01	2,234E-03	
9,094E+01	2,237E-03	
9,096E+01	2,246E-03	
9,099E+01	2,260E-03	
9,102E+01	2,281E-03	
9,104E+01	2,309E-03	
9,107E+01	2,342E-03	
9,110E+01	2,381E-03	
9,113E+01	2,425E-03	
9,115E+01	2,474E-03	
9,118E+01	2,527E-03	
9,121E+01	2,583E-03	
9,123E+01	2,641E-03	
9,126E+01	2,700E-03	
9,129E+01	2,760E-03	
9,131E+01	2,818E-03	
9,134E+01	2,875E-03	
9,137E+01	2,929E-03	
9,140E+01	2,979E-03	
9,142E+01	3,025E-03	
9,145E+01	3,064E-03	
9,148E+01	3,097E-03	
9,150E+01	3,123E-03	
9,153E+01	3,140E-03	
9,156E+01	3,147E-03	
9,158E+01	3,145E-03	
9,161E+01	3,133E-03	
9,164E+01	3,110E-03	
9,167E+01	3,077E-03	
9,169E+01	3,033E-03	
9,172E+01	2,979E-03	
9,175E+01	2,916E-03	
9,177E+01	2,846E-03	
9,180E+01	2,769E-03	
9,183E+01	2,688E-03	
9,185E+01	2,604E-03	
9,188E+01	2,519E-03	
9,191E+01	2,435E-03	
9,194E+01	2,354E-03	
9,196E+01	2,278E-03	
9,199E+01	2,208E-03	
9,202E+01	2,146E-03	
9,204E+01	2,093E-03	
9,207E+01	2,050E-03	
9,210E+01	2,018E-03	
9,212E+01	1,997E-03	
9,215E+01	1,988E-03	
9,218E+01	1,991E-03	
9,221E+01	2,005E-03	
9,223E+01	2,029E-03	
9,226E+01	2,063E-03	
9,229E+01	2,106E-03	
9,231E+01	2,156E-03	
9,234E+01	2,211E-03	
9,237E+01	2,270E-03	
9,239E+01	2,330E-03	
9,242E+01	2,390E-03	
9,245E+01	2,447E-03	
9,247E+01	2,499E-03	
9,250E+01	2,546E-03	
9,253E+01	2,586E-03	
9,256E+01	2,617E-03	
9,258E+01	2,640E-03	
9,261E+01	2,653E-03	
9,264E+01	2,658E-03	
9,266E+01	2,655E-03	
9,269E+01	2,645E-03	
9,272E+01	2,628E-03	
9,275E+01	2,607E-03	
9,277E+01	2,581E-03	
9,280E+01	2,554E-03	
9,283E+01	2,525E-03	
9,285E+01	2,497E-03	
9,288E+01	2,469E-03	
9,291E+01	2,444E-03	
9,293E+01	2,422E-03	
9,296E+01	2,404E-03	
9,299E+01	2,390E-03	
9,301E+01	2,379E-03	
9,304E+01	2,373E-03	
9,307E+01	2,370E-03	
9,310E+01	2,370E-03	
9,312E+01	2,373E-03	
9,315E+01	2,378E-03	
9,318E+01	2,384E-03	
9,320E+01	2,391E-03	
9,323E+01	2,398E-03	
9,326E+01	2,405E-03	
9,329E+01	2,410E-03	
9,331E+01	2,414E-03	
9,334E+01	2,415E-03	
9,337E+01	2,415E-03	
9,339E+01	2,412E-03	
9,342E+01	2,407E-03	
9,345E+01	2,401E-03	
9,347E+01	2,392E-03	
9,350E+01	2,383E-03	
9,353E+01	2,372E-03	
9,356E+01	2,361E-03	
9,358E+01	2,351E-03	
9,361E+01	2,340E-03	
9,364E+01	2,330E-03	
9,366E+01	2,321E-03	
9,369E+01	2,313E-03	
9,372E+01	2,306E-03	
9,374E+01	2,299E-03	
9,377E+01	2,293E-03	
9,380E+01	2,286E-03	
9,383E+01	2,279E-03	
9,385E+01	2,270E-03	
9,388E+01	2,260E-03	
9,391E+01	2,249E-03	
9,393E+01	2,236E-03	
9,396E+01	2,221E-03	
9,399E+01	2,206E-03	
9,401E+01	2,191E-03	
9,404E+01	2,176E-03	
9,407E+01	2,164E-03	
9,410E+01	2,154E-03	
9,412E+01	2,148E-03	
9,415E+01	2,148E-03	
9,418E+01	2,153E-03	
9,420E+01	2,165E-03	
9,423E+01	2,183E-03	
9,426E+01	2,208E-03	
9,428E+01	2,240E-03	
9,431E+01	2,277E-03	
9,434E+01	2,319E-03	
9,436E+01	2,365E-03	
9,439E+01	2,413E-03	
9,442E+01	2,461E-03	
9,445E+01	2,509E-03	
9,447E+01	2,554E-03	
9,450E+01	2,595E-03	
9,453E+01	2,632E-03	
9,455E+01	2,664E-03	
9,458E+01	2,689E-03	
9,461E+01	2,708E-03	
9,464E+01	2,721E-03	
9,466E+01	2,727E-03	
9,469E+01	2,729E-03	
9,472E+01	2,726E-03	
9,474E+01	2,718E-03	
9,477E+01	2,708E-03	
9,480E+01	2,695E-03	
9,482E+01	2,679E-03	
9,485E+01	2,663E-03	
9,488E+01	2,645E-03	
9,490E+01	2,627E-03	
9,493E+01	2,608E-03	
9,496E+01	2,588E-03	
9,499E+01	2,568E-03	
9,501E+01	2,547E-03	
9,504E+01	2,526E-03	
9,507E+01	2,505E-03	
9,509E+01	2,482E-03	
9,512E+01	2,459E-03	
9,515E+01	2,436E-03	
9,518E+01	2,413E-03	
9,520E+01	2,390E-03	
9,523E+01	2,367E-03	
9,526E+01	2,346E-03	
9,528E+01	2,325E-03	
9,531E+01	2,307E-03	
9,534E+01	2,291E-03	
9,536E+01	2,279E-03	
9,539E+01	2,269E-03	
9,542E+01	2,264E-03	
9,544E+01	2,263E-03	
9,547E+01	2,266E-03	
9,550E+01	2,274E-03	
9,553E+01	2,287E-03	
9,555E+01	2,304E-03	
9,558E+01	2,325E-03	
9,561E+01	2,349E-03	
9,563E+01	2,377E-03	
9,566E+01	2,407E-03	
9,569E+01	2,440E-03	
9,572E+01	2,473E-03	
9,574E+01	2,506E-03	
9,577E+01	2,539E-03	
9,580E+01	2,572E-03	
9,582E+01	2,602E-03	
9,585E+01	2,631E-03	
9,588E+01	2,658E-03	
9,590E+01	2,682E-03	
9,593E+01	2,705E-03	
9,596E+01	2,725E-03	
9,599E+01	2,743E-03	
9,601E+01	2,760E-03	
9,604E+01	2,774E-03	
9,607E+01	2,787E-03	
9,609E+01	2,799E-03	
9,612E+01	2,809E-03	
9,615E+01	2,817E-03	
9,617E+01	2,825E-03	
9,620E+01	2,831E-03	
9,623E+01	2,837E-03	
9,626E+01	2,842E-03	
9,628E+01	2,846E-03	
9,631E+01	2,849E-03	
9,634E+01	2,853E-03	
9,636E+01	2,856E-03	
9,639E+01	2,860E-03	
9,642E+01	2,864E-03	
9,644E+01	2,868E-03	
9,647E+01	2,871E-03	
9,650E+01	2,874E-03	
9,653E+01	2,877E-03	
9,655E+01	2,878E-03	
9,658E+01	2,876E-03	
9,661E+01	2,872E-03	
9,663E+01	2,864E-03	
9,666E+01	2,851E-03	
9,669E+01	2,833E-03	
9,671E+01	2,810E-03	
9,674E+01	2,781E-03	
9,677E+01	2,746E-03	
9,679E+01	2,706E-03	
9,682E+01	2,660E-03	
9,685E+01	2,610E-03	
9,688E+01	2,557E-03	
9,690E+01	2,502E-03	
9,693E+01	2,446E-03	
9,696E+01	2,390E-03	
9,698E+01	2,336E-03	
9,701E+01	2,285E-03	
9,704E+01	2,238E-03	
9,707E+01	2,196E-03	
9,709E+01	2,161E-03	
9,712E+01	2,132E-03	
9,715E+01	2,111E-03	
9,717E+01	2,097E-03	
9,720E+01	2,090E-03	
9,723E+01	2,091E-03	
9,725E+01	2,099E-03	
9,728E+01	2,112E-03	
9,731E+01	2,131E-03	
9,733E+01	2,154E-03	
9,736E+01	2,179E-03	
9,739E+01	2,206E-03	
9,742E+01	2,233E-03	
9,744E+01	2,258E-03	
9,747E+01	2,280E-03	
9,750E+01	2,299E-03	
9,752E+01	2,312E-03	
9,755E+01	2,319E-03	
9,758E+01	2,319E-03	
9,761E+01	2,312E-03	
9,763E+01	2,298E-03	
9,766E+01	2,277E-03	
9,769E+01	2,250E-03	
9,771E+01	2,217E-03	
9,774E+01	2,179E-03	
9,777E+01	2,138E-03	
9,779E+01	2,095E-03	
9,782E+01	2,052E-03	
9,785E+01	2,010E-03	
