time [µs]	Amp[V]	HF [V]	TGC [dB]
7,3	0,008	0,001	9,921
7,4	0,009	0,001	10,394
7,5	0,009	0,001	10,551
7,6	0,010	-0,006	10,866
7,7	0,010	-0,006	11,339
7,8	0,010	-0,014	11,496
7,9	0,010	-0,014	11,811
8,0	0,010	-0,006	12,283
8,1	0,010	-0,006	12,441
8,2	0,010	0,001	12,756
8,3	0,010	0,001	13,071
8,4	0,010	0,009	13,386
8,5	0,010	0,001	13,858
8,6	0,011	0,001	14,173
8,7	0,011	-0,006	14,488
8,8	0,012	-0,006	14,803
8,9	0,012	-0,006	15,118
9,0	0,013	-0,006	15,433
9,1	0,013	-0,014	15,748
9,2	0,013	-0,006	16,063
9,3	0,013	-0,014	16,378
9,4	0,013	-0,014	16,693
9,5	0,013	-0,014	17,008
9,6	0,012	-0,014	17,323
9,7	0,012	-0,006	17,638
9,8	0,012	0,001	17,953
9,9	0,012	0,001	18,268
10,0	0,012	0,009	18,583
10,1	0,013	0,009	18,898
10,2	0,014	0,001	19,213
10,3	0,015	0,001	19,528
10,4	0,016	-0,006	19,843
10,5	0,017	-0,014	20,157
10,6	0,018	-0,014	20,472
10,7	0,018	-0,014	20,787
10,8	0,018	-0,022	21,102
10,9	0,017	-0,014	21,417
11,0	0,016	-0,014	21,732
11,1	0,014	-0,014	22,047
11,2	0,012	-0,006	22,362
11,3	0,010	0,001	22,677
11,4	0,008	0,001	23,150
11,5	0,006	0,001	23,465
11,6	0,006	-0,006	23,780
11,7	0,006	-0,014	24,094
11,8	0,007	-0,014	24,409
11,9	0,009	-0,006	24,724
12,0	0,012	0,001	25,039
12,1	0,016	0,001	25,197
12,2	0,020	-0,006	25,512
12,3	0,022	-0,014	25,827
12,4	0,024	-0,006	26,299
12,5	0,025	0,001	26,614
12,6	0,023	0,001	26,929
12,7	0,020	0,017	27,244
12,8	0,016	0,033	27,559
12,9	0,012	0,017	27,874
13,0	0,008	0,009	28,189
13,1	0,007	0,001	28,504
13,2	0,009	0,009	28,819
13,3	0,017	0,001	29,134
13,4	0,032	-0,014	29,449
13,5	0,056	-0,030	29,606
13,6	0,088	-0,069	29,921
13,7	0,130	-0,140	30,394
13,8	0,180	-0,062	30,709
13,9	0,238	0,088	31,181
14,0	0,301	0,167	31,181
14,1	0,369	0,356	31,181
14,2	0,439	0,246	31,024
14,3	0,508	-0,211	31,181
14,4	0,575	-0,432	31,024
14,5	0,639	-0,581	31,024
14,6	0,699	-0,660	31,024
14,7	0,754	-0,109	30,866
14,8	0,805	0,521	30,866
14,9	0,852	0,686	30,866
15,0	0,897	0,915	31,024
15,1	0,940	0,805	31,024
15,2	0,980	0,175	31,024
15,3	1,018	-0,227	31,024
15,4	1,050	-0,534	31,024
15,5	1,076	-1,014	31,024
15,6	1,093	-1,014	31,181
15,7	1,097	-0,668	31,024
15,8	1,085	-0,337	31,024
15,9	1,057	0,435	31,024
16,0	1,011	0,978	30,866
16,1	0,947	0,962	30,866
16,2	0,867	0,773	31,024
16,3	0,776	0,293	31,024
16,4	0,677	-0,266	31,024
16,5	0,578	-0,463	31,024
16,6	0,483	-0,463	31,024
16,7	0,398	-0,329	31,024
16,8	0,329	-0,085	31,024
16,9	0,278	-0,046	31,024
17,0	0,247	-0,101	31,024
17,1	0,236	-0,125	30,866
17,2	0,241	-0,164	30,866
17,3	0,260	-0,014	30,866
17,4	0,286	0,253	30,866
17,5	0,315	0,364	30,866
17,6	0,342	0,395	30,866
17,7	0,360	0,269	30,866
17,8	0,368	0,017	31,024
17,9	0,363	-0,211	31,024
18,0	0,345	-0,298	31,024
18,1	0,315	-0,290	31,024
18,2	0,276	-0,156	31,024
18,3	0,231	-0,030	31,024
18,4	0,185	0,057	30,866
18,5	0,141	0,112	30,866
18,6	0,102	0,072	30,866
18,7	0,071	0,025	30,866
18,8	0,049	0,033	30,866
18,9	0,036	0,025	30,866
19,0	0,033	0,057	30,866
19,1	0,036	0,057	31,024
19,2	0,045	0,041	31,024
19,3	0,056	-0,022	31,024
19,4	0,068	-0,054	31,024
19,5	0,078	-0,093	30,866
19,6	0,085	-0,077	30,866
19,7	0,089	-0,038	30,866
19,8	0,088	0,017	30,866
19,9	0,083	0,049	30,866
20,0	0,075	0,064	30,866
20,1	0,065	0,041	30,866
20,2	0,054	0,025	30,866
20,3	0,044	0,001	30,866
20,4	0,036	-0,006	31,024
20,5	0,029	-0,022	31,024
20,6	0,025	-0,030	31,024
20,7	0,024	-0,022	31,024
20,8	0,025	-0,022	31,024
20,9	0,028	-0,030	30,866
21,0	0,033	-0,030	30,866
21,1	0,038	-0,022	30,866
21,2	0,043	-0,006	30,866
21,3	0,048	0,033	30,866
21,4	0,052	0,049	30,866
21,5	0,055	0,049	30,866
21,6	0,057	0,057	31,024
21,7	0,058	0,041	31,024
21,8	0,058	0,025	31,024
21,9	0,058	0,001	30,866
22,0	0,058	-0,014	30,866
22,1	0,058	-0,022	30,866
22,2	0,058	-0,038	30,866
22,3	0,058	-0,054	30,866
22,4	0,058	-0,054	30,866
22,5	0,058	-0,062	30,866
22,6	0,058	-0,054	30,866
22,7	0,058	-0,014	30,866
22,8	0,058	0,025	30,866
22,9	0,057	0,041	30,866
23,0	0,056	0,057	30,866
23,1	0,055	0,041	30,866
23,2	0,054	0,041	30,866
23,3	0,052	0,033	30,866
23,4	0,051	0,025	30,866
23,5	0,050	0,017	30,866
23,6	0,048	0,001	30,866
23,7	0,047	-0,022	30,866
23,8	0,046	-0,046	30,866
23,9	0,044	-0,054	30,866
24,0	0,043	-0,046	30,866
24,1	0,041	-0,022	30,866
24,2	0,038	0,009	30,866
24,3	0,035	0,009	30,866
24,4	0,031	0,025	30,866
24,5	0,027	0,025	30,866
24,6	0,023	0,001	30,866
24,7	0,019	0,001	30,866
24,8	0,015	-0,014	30,866
24,9	0,011	-0,014	30,866
25,0	0,009	-0,006	30,866
25,1	0,007	0,001	30,866
25,2	0,007	0,009	30,866
25,3	0,008	0,001	30,866
25,4	0,010	0,001	30,866
25,5	0,014	-0,022	30,866
25,6	0,019	0,009	30,866
25,7	0,025	0,017	30,866
25,8	0,032	0,017	30,866
25,9	0,039	0,025	30,866
26,0	0,046	0,025	30,866
26,1	0,052	0,001	30,866
26,2	0,057	-0,054	30,866
26,3	0,062	-0,062	30,866
26,4	0,064	-0,054	30,866
26,5	0,065	-0,030	30,866
26,6	0,064	0,033	30,866
26,7	0,062	0,057	30,866
26,8	0,058	0,057	30,866
26,9	0,052	0,033	30,866
27,0	0,046	0,001	30,866
27,1	0,040	-0,014	30,866
27,2	0,033	0,001	30,866
27,3	0,027	-0,022	31,024
27,4	0,022	-0,022	31,024
27,5	0,018	-0,006	30,866
27,6	0,017	-0,030	30,866
27,7	0,017	-0,030	30,709
27,8	0,019	-0,014	30,866
27,9	0,024	-0,014	30,866
28,0	0,032	-0,014	30,866
28,1	0,041	0,017	30,866
28,2	0,052	0,025	30,866
28,3	0,065	0,033	30,866
28,4	0,078	0,064	30,866
28,5	0,092	0,080	30,866
28,6	0,105	0,064	30,866
28,7	0,118	0,009	30,866
28,8	0,129	-0,077	30,866
28,9	0,137	-0,140	30,866
29,0	0,144	-0,148	30,866
29,1	0,148	-0,117	30,866
29,2	0,150	-0,046	30,866
29,3	0,149	0,041	30,866
29,4	0,146	0,104	30,866
29,5	0,141	0,127	30,866
29,6	0,135	0,120	30,866
29,7	0,127	0,072	30,866
29,8	0,118	0,025	30,866
29,9	0,108	-0,038	30,866
30,0	0,098	-0,077	30,866
30,1	0,088	-0,093	30,866
30,2	0,078	-0,077	30,866
30,3	0,068	-0,038	30,866
30,4	0,059	0,001	30,866
30,5	0,051	0,025	30,866
30,6	0,045	0,057	30,866
30,7	0,040	0,041	30,866
30,8	0,037	0,025	30,866
30,9	0,036	0,009	30,866
31,0	0,037	0,001	30,866
31,1	0,040	0,009	30,866
31,2	0,046	-0,014	30,866
31,3	0,052	-0,030	30,866
31,4	0,059	-0,062	30,866
31,5	0,067	-0,069	30,866
31,6	0,074	-0,038	30,709
31,7	0,081	0,009	30,709
31,8	0,086	0,057	30,866
31,9	0,089	0,096	30,866
32,0	0,090	0,080	30,866
32,1	0,089	0,057	30,866
32,2	0,086	-0,006	30,866
32,3	0,081	-0,062	30,866
32,4	0,075	-0,069	30,866
32,5	0,068	-0,046	30,866
32,6	0,060	0,001	30,866
32,7	0,052	0,033	30,866
32,8	0,045	0,025	30,709
32,9	0,038	0,017	30,709
33,0	0,033	-0,022	30,866
33,1	0,028	-0,038	30,866
33,2	0,025	-0,038	30,866
33,3	0,023	-0,014	30,866
33,4	0,022	0,017	30,866
33,5	0,022	0,017	30,866
33,6	0,024	0,017	30,866
33,7	0,026	0,001	30,866
33,8	0,030	-0,006	30,866
33,9	0,034	-0,006	30,866
34,0	0,038	0,009	30,866
34,1	0,042	0,049	30,866
34,2	0,047	0,057	30,866
34,3	0,050	0,025	30,866
34,4	0,054	-0,006	30,866
34,5	0,056	-0,046	30,866
34,6	0,057	-0,062	30,866
34,7	0,058	-0,038	30,866
34,8	0,057	0,001	30,866
34,9	0,056	0,041	30,866
35,0	0,054	0,041	30,866
35,1	0,051	0,017	30,866
35,2	0,047	-0,022	30,866
35,3	0,044	-0,046	30,866
35,4	0,040	-0,046	30,866
35,5	0,037	-0,014	30,866
35,6	0,033	0,009	30,709
35,7	0,030	0,017	30,866
35,8	0,028	0,033	30,866
35,9	0,025	0,001	30,866
36,0	0,023	-0,014	30,866
36,1	0,022	-0,006	30,866
36,2	0,020	0,001	30,866
36,3	0,019	0,017	30,866
36,4	0,019	0,017	30,866
36,5	0,018	0,025	30,866
36,6	0,018	0,009	30,866
36,7	0,018	-0,006	30,866
36,8	0,018	-0,014	30,866
36,9	0,019	-0,014	30,866
37,0	0,021	-0,014	30,866
37,1	0,023	-0,022	30,866
37,2	0,025	-0,014	30,866
37,3	0,028	0,009	30,866
37,4	0,032	0,025	30,866
37,5	0,035	0,025	30,866
37,6	0,039	0,017	30,866
37,7	0,042	-0,022	30,866
37,8	0,044	-0,046	30,866
37,9	0,046	-0,038	30,866
38,0	0,047	-0,030	30,866
38,1	0,047	0,001	30,709
38,2	0,046	0,025	30,709
38,3	0,044	0,041	30,866
38,4	0,041	0,049	30,866
38,5	0,039	0,033	30,866
38,6	0,037	-0,006	30,866
38,7	0,035	-0,014	30,866
38,8	0,035	-0,030	30,866
38,9	0,036	-0,030	30,866
39,0	0,038	-0,006	30,866
39,1	0,042	0,025	30,866
39,2	0,048	0,033	30,866
39,3	0,055	0,017	30,709
39,4	0,062	-0,038	30,709
39,5	0,070	-0,069	30,866
39,6	0,079	-0,077	30,866
39,7	0,086	-0,038	30,866
39,8	0,093	0,017	30,866
39,9	0,098	0,088	30,866
40,0	0,102	0,104	30,866
40,1	0,105	0,088	30,866
40,2	0,106	0,009	30,866
40,3	0,106	-0,046	30,866
40,4	0,104	-0,085	30,866
40,5	0,103	-0,093	30,866
40,6	0,100	-0,046	30,709
40,7	0,098	0,025	30,709
40,8	0,095	0,072	30,866
40,9	0,092	0,096	30,709
41,0	0,089	0,072	30,709
41,1	0,087	0,017	30,866
41,2	0,084	-0,038	30,866
41,3	0,081	-0,069	30,866
41,4	0,078	-0,085	30,866
41,5	0,075	-0,054	30,866
41,6	0,071	-0,030	30,866
41,7	0,067	0,017	30,866
41,8	0,063	0,033	30,709
41,9	0,058	0,057	30,866
42,0	0,054	0,049	30,709
42,1	0,049	0,033	30,866
42,2	0,044	0,009	30,866
42,3	0,040	-0,006	30,866
42,4	0,036	-0,038	30,866
42,5	0,032	-0,038	30,866
42,6	0,028	-0,022	30,866
42,7	0,025	0,009	30,866
42,8	0,022	-0,006	30,866
42,9	0,019	0,009	30,866
43,0	0,017	0,009	30,709
43,1	0,015	-0,006	30,866
43,2	0,013	0,001	30,866
43,3	0,011	-0,014	30,709
43,4	0,010	0,009	30,866
43,5	0,009	0,017	30,866
43,6	0,008	0,009	30,866
43,7	0,008	0,001	30,866
43,8	0,007	0,001	30,866
43,9	0,008	-0,006	30,866
44,0	0,008	0,001	30,866
44,1	0,009	0,001	30,866
44,2	0,011	0,001	30,866
44,3	0,013	0,017	30,866
44,4	0,015	0,009	30,866
44,5	0,017	0,001	30,709
44,6	0,020	0,001	30,866
44,7	0,021	-0,014	30,709
44,8	0,023	-0,030	30,866
44,9	0,023	-0,014	30,866
45,0	0,023	-0,014	30,866
45,1	0,023	0,001	30,866
45,2	0,021	0,009	30,866
45,3	0,019	0,025	30,866
45,4	0,017	0,009	30,866
45,5	0,014	0,017	30,866
45,6	0,012	0,009	30,866
45,7	0,010	-0,006	30,709
45,8	0,010	0,001	30,866
45,9	0,010	0,001	30,709
46,0	0,012	-0,006	30,866
46,1	0,015	0,009	30,866
46,2	0,019	0,001	30,866
46,3	0,025	-0,006	30,866
46,4	0,032	-0,030	30,866
46,5	0,039	-0,046	30,866
46,6	0,047	-0,030	30,866
46,7	0,054	-0,022	30,866
46,8	0,061	0,009	30,866
46,9	0,067	0,049	30,866
47,0	0,072	0,072	30,709
47,1	0,075	0,072	30,709
47,2	0,077	0,041	30,709
47,3	0,077	0,001	30,709
47,4	0,076	-0,046	30,866
47,5	0,074	-0,069	30,866
47,6	0,070	-0,062	30,866
47,7	0,065	-0,038	30,866
47,8	0,060	0,001	30,866
47,9	0,054	0,033	30,866
48,0	0,048	0,049	30,866
48,1	0,042	0,041	30,866
48,2	0,037	0,009	30,866
48,3	0,032	-0,014	30,709
48,4	0,028	-0,006	30,709
48,5	0,025	-0,030	30,709
48,6	0,022	-0,030	30,709
48,7	0,021	0,001	30,709
48,8	0,021	0,001	30,866
48,9	0,021	0,017	30,866
49,0	0,022	0,017	30,866
49,1	0,024	0,009	30,866
49,2	0,025	0,001	30,866
49,3	0,027	-0,014	30,866
49,4	0,029	-0,030	30,866
49,5	0,030	-0,030	30,709
49,6	0,031	-0,014	30,866
49,7	0,032	-0,006	30,709
49,8	0,031	0,025	30,709
49,9	0,030	0,033	30,709
50,0	0,029	0,033	30,709
50,1	0,027	0,009	30,866
50,2	0,025	-0,006	30,866
50,3	0,022	-0,006	30,866
50,4	0,020	-0,006	30,866
50,5	0,018	-0,014	30,866
50,6	0,017	-0,014	30,866
50,7	0,016	-0,006	30,866
50,8	0,015	-0,022	30,866
50,9	0,014	-0,006	30,709
51,0	0,014	-0,006	30,709
51,1	0,014	0,001	30,709
51,2	0,015	0,009	30,709
51,3	0,015	0,017	30,866
51,4	0,016	0,017	30,866
51,5	0,016	0,009	30,866
51,6	0,016	0,009	30,866
51,7	0,016	0,009	30,866
51,8	0,016	0,009	30,866
51,9	0,016	0,009	30,866
52,0	0,015	-0,006	30,866
52,1	0,015	-0,006	30,709
52,2	0,014	-0,022	30,709
52,3	0,013	-0,006	30,866
52,4	0,012	-0,006	30,709
52,5	0,011	0,001	30,709
52,6	0,011	0,001	30,866
52,7	0,010	0,009	30,866
52,8	0,009	0,009	30,866
52,9	0,009	0,009	30,866
53,0	0,009	0,009	30,866
53,1	0,009	0,001	30,866
53,2	0,009	0,001	30,866
53,3	0,011	0,001	30,866
53,4	0,012	0,001	30,866
53,5	0,013	-0,006	30,709
53,6	0,015	-0,014	30,709
53,7	0,017	-0,014	30,709
53,8	0,019	-0,006	30,866
53,9	0,020	-0,022	30,866
54,0	0,021	0,017	30,866
54,1	0,022	0,009	30,866
54,2	0,021	0,025	30,866
54,3	0,021	0,009	30,866
54,4	0,019	-0,006	30,866
54,5	0,018	-0,014	30,866
54,6	0,016	-0,014	30,866
54,7	0,014	-0,006	30,709
54,8	0,012	-0,014	30,709
54,9	0,010	0,001	30,709
55,0	0,010	0,009	30,709
55,1	0,010	0,009	30,866
55,2	0,010	0,001	30,709
55,3	0,012	0,009	30,866
55,4	0,015	0,009	30,866
55,5	0,018	0,009	30,866
55,6	0,022	0,001	30,866
55,7	0,025	-0,022	30,866
55,8	0,029	-0,022	30,866
55,9	0,032	-0,038	30,866
56,0	0,035	-0,014	30,866
56,1	0,036	-0,006	30,709
56,2	0,037	0,017	30,709
56,3	0,036	0,033	30,709
56,4	0,035	0,041	30,709
56,5	0,032	0,025	30,866
56,6	0,028	-0,014	30,866
56,7	0,024	-0,006	30,866
56,8	0,020	-0,014	30,866
56,9	0,016	-0,006	30,866
57,0	0,013	0,001	30,866
57,1	0,010	0,009	30,866
57,2	0,008	0,009	30,709
57,3	0,007	-0,014	30,866
57,4	0,007	0,001	30,866
57,5	0,008	-0,006	30,709
57,6	0,010	-0,006	30,866
57,7	0,012	0,009	30,709
57,8	0,015	0,009	30,866
57,9	0,017	0,017	30,866
58,0	0,018	0,001	30,866
58,1	0,018	-0,006	30,866
58,2	0,017	0,001	30,866
58,3	0,015	0,001	30,866
58,4	0,012	-0,006	30,866
58,5	0,008	-0,006	30,866
58,6	0,005	0,009	30,866
58,7	0,004	-0,014	30,866
58,8	0,006	-0,022	30,866
58,9	0,012	-0,014	30,709
59,0	0,026	-0,030	30,866
59,1	0,047	-0,046	30,709
59,2	0,078	-0,054	30,866
59,3	0,119	-0,030	30,866
59,4	0,172	0,041	30,866
59,5	0,235	0,183	30,866
59,6	0,310	0,301	30,866
59,7	0,393	0,301	30,709
59,8	0,483	0,096	30,866
59,9	0,577	-0,251	30,866
60,0	0,672	-0,597	30,866
60,1	0,765	-0,762	30,709
60,2	0,851	-0,589	30,709
60,3	0,927	-0,101	30,709
60,4	0,990	0,505	30,709
60,5	1,037	0,954	30,866
60,6	1,066	0,994	30,866
60,7	1,076	0,773	30,866
60,8	1,068	0,183	30,866
60,9	1,040	-0,447	30,866
61,0	0,997	-0,873	30,866
61,1	0,938	-0,943	30,866
61,2	0,869	-0,731	30,866
61,3	0,792	-0,321	30,709
61,4	0,710	0,096	30,709
61,5	0,628	0,379	30,709
61,6	0,548	0,490	30,709
61,7	0,474	0,450	30,709
61,8	0,406	0,332	30,866
61,9	0,347	0,175	30,866
62,0	0,296	0,033	30,866
62,1	0,254	-0,062	30,866
62,2	0,221	-0,140	30,866
62,3	0,194	-0,195	30,866
62,4	0,173	-0,195	30,866
62,5	0,156	-0,156	30,709
62,6	0,142	-0,077	30,709
62,7	0,131	0,001	30,709
62,8	0,120	0,057	30,709
62,9	0,109	0,080	30,709
63,0	0,099	0,096	30,709
63,1	0,089	0,064	30,866
63,2	0,080	0,049	30,866
63,3	0,071	0,017	30,866
63,4	0,063	-0,014	30,866
63,5	0,057	-0,038	30,866
63,6	0,052	-0,046	30,866
63,7	0,049	-0,054	30,866
63,8	0,047	-0,030	30,709
63,9	0,045	-0,022	30,709
64,0	0,044	0,009	30,709
64,1	0,043	0,033	30,709
64,2	0,043	0,049	30,709
64,3	0,041	0,049	30,709
64,4	0,040	0,017	30,866
64,5	0,037	0,001	30,866
64,6	0,035	-0,014	30,866
64,7	0,032	-0,022	30,866
64,8	0,029	-0,022	30,866
64,9	0,027	-0,022	30,866
65,0	0,025	-0,014	30,709
65,1	0,024	-0,014	30,709
65,2	0,024	-0,014	30,709
65,3	0,025	0,009	30,709
65,4	0,026	0,017	30,709
65,5	0,029	0,017	30,709
65,6	0,032	0,041	30,709
65,7	0,036	0,033	30,866
65,8	0,040	0,025	30,866
65,9	0,043	0,001	30,866
66,0	0,046	-0,022	30,866
66,1	0,048	-0,038	30,866
66,2	0,050	-0,046	30,866
66,3	0,051	-0,046	30,866
66,4	0,050	-0,022	30,709
66,5	0,049	-0,006	30,709
66,6	0,047	0,017	30,709
66,7	0,044	0,041	30,709
66,8	0,041	0,041	30,709
66,9	0,038	0,041	30,866
67,0	0,034	0,025	30,866
67,1	0,031	0,001	30,866
67,2	0,029	0,001	30,866
67,3	0,026	-0,014	30,866
67,4	0,025	-0,014	30,866
67,5	0,024	-0,014	30,866
67,6	0,025	-0,022	30,866
67,7	0,025	-0,014	30,709
67,8	0,027	-0,038	30,709
67,9	0,028	-0,014	30,709
68,0	0,030	-0,022	30,709
68,1	0,032	-0,006	30,709
68,2	0,034	0,009	30,709
68,3	0,035	0,025	30,866
68,4	0,035	0,041	30,866
68,5	0,035	0,025	30,866
68,6	0,034	0,025	30,866
68,7	0,033	0,001	30,866
68,8	0,031	-0,014	30,866
68,9	0,029	-0,022	30,866
69,0	0,027	-0,030	30,866
69,1	0,025	-0,022	30,709
69,2	0,022	-0,014	30,709
69,3	0,020	-0,006	30,709
69,4	0,019	0,001	30,709
69,5	0,017	0,001	30,866
69,6	0,016	0,009	30,866
69,7	0,015	0,009	30,866
69,8	0,015	0,017	30,866
69,9	0,014	0,017	30,866
70,0	0,014	-0,006	30,866
70,1	0,013	-0,006	30,866
70,2	0,012	0,001	30,866
70,3	0,011	-0,014	30,709
70,4	0,010	-0,006	30,709
70,5	0,009	-0,006	30,709
70,6	0,008	0,009	30,709
70,7	0,007	-0,006	30,709
70,8	0,007	0,001	30,866
70,9	0,006	0,001	30,866
71,0	0,006	0,001	30,866
71,1	0,005	0,001	30,866
71,2	0,006	0,001	30,866
71,3	0,006	-0,006	30,866
71,4	0,006	0,001	30,866
71,5	0,007	0,001	30,709
71,6	0,008	0,009	30,709
71,7	0,009	0,009	30,709
71,8	0,011	0,017	30,709
71,9	0,013	0,001	30,866
72,0	0,015	-0,006	30,866
72,1	0,018	0,001	30,866
72,2	0,021	-0,022	30,866
72,3	0,025	-0,014	30,866
72,4	0,030	-0,030	30,866
72,5	0,035	-0,014	30,866
72,6	0,040	-0,038	30,709
72,7	0,046	-0,014	30,709
72,8	0,052	0,017	30,866
72,9	0,057	0,041	30,709
73,0	0,062	0,057	30,709
73,1	0,067	0,064	30,709
73,2	0,071	0,057	30,866
73,3	0,074	0,033	30,709
73,4	0,075	-0,022	30,866
73,5	0,076	-0,046	30,866
73,6	0,077	-0,069	30,866
73,7	0,076	-0,077	30,866
73,8	0,074	-0,062	30,709
73,9	0,072	-0,038	30,709
74,0	0,070	0,001	30,866
74,1	0,066	0,009	30,709
74,2	0,063	0,033	30,709
74,3	0,060	0,064	30,709
74,4	0,056	0,057	30,709
74,5	0,052	0,041	30,709
74,6	0,048	0,033	30,866
74,7	0,044	0,001	30,866
74,8	0,040	-0,022	30,866
74,9	0,036	-0,022	30,866
75,0	0,032	-0,030	30,866
75,1	0,029	-0,030	30,866
75,2	0,026	-0,022	30,866
75,3	0,023	-0,014	30,709
75,4	0,021	0,001	30,709
75,5	0,020	-0,014	30,866
75,6	0,020	0,009	30,709
75,7	0,020	0,001	30,709
75,8	0,021	0,017	30,709
75,9	0,022	0,017	30,709
76,0	0,024	0,017	30,709
76,1	0,026	0,025	30,709
76,2	0,029	0,025	30,709
76,3	0,031	0,025	30,709
76,4	0,033	0,009	30,709
76,5	0,034	-0,022	30,551
76,6	0,035	-0,022	30,551
76,7	0,035	-0,030	30,551
76,8	0,034	-0,030	30,079
76,9	0,033	-0,030	28,346
77,0	0,031	0,001	25,039
77,1	0,028	0,009	21,575
77,2	0,026	0,025	17,795
77,3	0,023	0,017	14,173
77,4	0,020	0,017	10,236
77,5	0,017	0,001	7,087
77,6	0,015	-0,006	4,882
77,7	0,013	-0,014	3,307
77,8	0,011	-0,006	2,205
77,9	0,009	-0,006	1,417
78,0	0,008	-0,006	0,945
78,1	0,007	-0,006	0,630
78,2	0,007	-0,006	0,630
78,3	0,006	-0,006	0,630
78,4	0,006	0,001	0,787
78,5	0,006	0,001	0,945
78,6	0,006	0,001	0,945
78,7	0,005	0,001	1,102
78,8	0,005	0,001	1,102
78,9	0,005	0,001	1,102
79,0	0,004	0,001	1,260
79,1	0,004	0,001	1,417
79,2	0,003	0,001	1,260
79,3	0,003	0,001	1,417
79,4	0,003	0,001	1,417
79,5	0,002	0,001	1,417
79,6	0,002	0,001	1,417
79,7	0,002	0,001	1,417
79,8	0,002	0,001	1,417
79,9	0,002	0,001	1,417
80,0	0,002	0,001	1,575
80,1	0,002	0,001	1,575
80,2	0,002	0,001	1,417
80,3	0,002	0,001	1,575
80,4	0,002	0,001	1,575
80,5	0,002	0,001	1,575
80,6	0,002	0,001	1,575
80,7	0,002	0,001	1,575
80,8	0,003	0,001	1,575
80,9	0,003	0,001	1,575
81,0	0,003	0,001	1,575
81,1	0,003	0,001	1,575
81,2	0,003	0,001	1,575
81,3	0,003	-0,006	1,575
81,4	0,003	0,001	1,575
81,5	0,003	0,001	1,575
81,6	0,003	0,001	1,575
81,7	0,003	0,001	1,575
81,8	0,004	0,001	1,575
81,9	0,004	0,001	1,575
82,0	0,004	0,001	1,575
82,1	0,004	0,001	1,575
82,2	0,004	-0,006	1,575
82,3	0,004	0,001	1,575
82,4	0,004	0,001	1,575
82,5	0,004	-0,006	1,575
82,6	0,004	0,001	1,575
82,7	0,004	0,001	1,575
82,8	0,004	0,001	1,575
82,9	0,004	0,001	1,575
83,0	0,003	0,001	1,575
83,1	0,003	0,001	1,575
83,2	0,003	0,001	1,575
83,3	0,003	0,001	1,575
83,4	0,003	0,001	1,575
83,5	0,003	0,001	1,575
83,6	0,003	0,001	1,575
83,7	0,003	-0,006	1,575
83,8	0,003	0,001	1,575
83,9	0,003	0,001	1,575
84,0	0,003	0,001	1,575
84,1	0,003	0,001	1,575
84,2	0,003	0,001	1,575
84,3	0,003	0,001	1,575
84,4	0,003	0,001	1,575
84,5	0,002	0,001	1,575
84,6	0,002	0,001	1,575
84,7	0,002	0,001	1,575
