time [µs]	Amp[V]	HF [V]	TGC [dB]
0,0	0,216	0,002	1,575
0,1	0,588	0,018	1,732
0,2	0,947	0,994	1,417
0,3	1,126	-0,423	0,630
0,4	1,082	-1,014	2,047
0,5	0,935	-0,447	2,047
0,6	0,863	0,411	1,732
0,7	0,948	0,703	1,417
0,8	1,110	0,994	1,260
0,9	1,186	0,679	1,575
1,0	1,091	-1,014	1,890
1,1	0,902	-0,156	1,575
1,2	0,796	0,703	1,417
1,3	0,884	0,018	1,417
1,4	1,103	-1,014	1,575
1,5	1,259	-1,014	1,732
1,6	1,195	0,215	1,575
1,7	0,926	0,994	1,417
1,8	0,634	0,317	1,575
1,9	0,520	0,222	1,575
2,0	0,643	0,026	1,575
2,1	0,882	-0,943	1,575
2,2	1,033	-0,722	1,575
2,3	0,971	0,199	1,575
2,4	0,723	0,679	1,417
2,5	0,427	0,309	1,575
2,6	0,214	-0,085	1,575
2,7	0,128	-0,108	1,575
2,8	0,123	-0,085	1,575
2,9	0,129	-0,093	1,575
3,0	0,106	-0,014	1,417
3,1	0,066	0,081	1,575
3,2	0,038	0,049	1,575
3,3	0,034	-0,006	1,575
3,4	0,043	0,018	1,575
3,5	0,048	0,033	1,575
3,6	0,040	-0,006	1,575
3,7	0,025	-0,030	1,575
3,8	0,013	-0,006	1,575
3,9	0,010	0,002	1,575
4,0	0,015	-0,014	1,575
4,1	0,024	0,002	1,575
4,2	0,035	0,033	1,575
4,3	0,046	0,018	1,575
4,4	0,051	-0,037	1,575
4,5	0,048	-0,045	1,417
4,6	0,036	0,002	1,575
4,7	0,021	0,018	1,575
4,8	0,012	0,010	1,575
4,9	0,013	0,010	1,575
5,0	0,020	0,010	1,575
5,1	0,025	-0,014	1,575
5,2	0,024	-0,022	1,575
5,3	0,018	-0,006	1,575
5,4	0,012	0,010	1,575
5,5	0,011	0,010	1,575
5,6	0,012	-0,006	1,575
5,7	0,012	-0,006	1,575
5,8	0,009	-0,006	1,575
5,9	0,006	-0,006	1,575
6,0	0,005	0,002	1,575
6,1	0,010	0,010	1,102
6,2	0,016	0,010	2,047
6,3	0,020	-0,006	3,780
6,4	0,018	-0,014	5,197
6,5	0,014	-0,014	6,142
6,6	0,011	0,002	6,929
6,7	0,013	0,010	7,559
6,8	0,018	0,018	8,031
6,9	0,023	0,010	8,346
7,0	0,023	-0,006	8,819
7,1	0,018	-0,014	9,134
7,2	0,013	-0,014	9,449
7,3	0,010	0,002	9,764
7,4	0,010	0,010	10,236
7,5	0,012	0,002	10,551
7,6	0,012	-0,006	10,866
7,7	0,010	-0,006	11,181
7,8	0,008	0,002	11,496
7,9	0,007	-0,006	11,811
8,0	0,007	-0,006	12,126
8,1	0,008	0,002	12,441
8,2	0,008	0,002	12,756
8,3	0,008	-0,006	13,071
8,4	0,007	-0,006	13,386
8,5	0,009	0,002	13,701
8,6	0,011	0,002	14,016
8,7	0,013	-0,006	14,331
8,8	0,012	-0,014	14,646
8,9	0,009	-0,006	14,961
9,0	0,006	0,002	15,276
9,1	0,006	-0,006	15,591
9,2	0,009	0,002	16,063
9,3	0,013	-0,006	16,220
9,4	0,015	-0,014	16,535
9,5	0,015	-0,014	16,850
9,6	0,013	0,002	17,165
9,7	0,013	0,010	17,480
9,8	0,015	0,002	17,795
9,9	0,020	-0,014	18,110
10,0	0,024	-0,014	18,583
10,1	0,026	-0,022	18,898
10,2	0,026	-0,030	19,055
10,3	0,026	-0,006	19,528
10,4	0,027	0,018	19,843
10,5	0,030	0,026	20,157
10,6	0,034	0,002	20,472
10,7	0,039	-0,022	20,630
10,8	0,043	-0,045	20,945
10,9	0,045	-0,037	21,260
11,0	0,044	-0,014	21,732
11,1	0,040	0,026	21,890
11,2	0,033	0,033	22,362
11,3	0,028	0,002	22,677
11,4	0,027	-0,014	22,992
11,5	0,034	-0,022	23,307
11,6	0,044	-0,045	23,622
11,7	0,053	-0,037	23,937
11,8	0,055	0,026	24,252
11,9	0,047	0,041	24,567
12,0	0,035	-0,006	24,882
12,1	0,025	-0,030	25,197
12,2	0,021	0,002	25,512
12,3	0,024	0,010	25,827
12,4	0,032	-0,030	26,142
12,5	0,041	-0,037	26,457
12,6	0,051	-0,022	26,772
12,7	0,062	0,041	27,244
12,8	0,074	0,065	27,402
12,9	0,085	-0,014	27,717
13,0	0,090	-0,093	28,031
13,1	0,089	-0,030	28,346
13,2	0,082	0,073	28,661
13,3	0,078	0,033	28,976
13,4	0,082	-0,069	29,291
13,5	0,098	-0,069	29,606
13,6	0,119	0,073	29,921
13,7	0,141	0,128	30,236
13,8	0,158	0,010	30,551
13,9	0,170	-0,148	31,181
14,0	0,179	-0,163	31,339
14,1	0,185	-0,037	31,181
14,2	0,184	0,128	31,181
14,3	0,173	0,167	31,024
14,4	0,151	0,065	31,024
14,5	0,126	-0,053	31,024
14,6	0,112	-0,108	31,024
14,7	0,116	-0,108	31,024
14,8	0,134	-0,069	31,024
14,9	0,151	0,049	30,866
15,0	0,152	0,152	30,866
15,1	0,134	0,089	31,024
15,2	0,108	-0,014	31,024
15,3	0,092	-0,085	31,024
15,4	0,099	-0,093	31,024
15,5	0,122	-0,061	31,024
15,6	0,143	0,065	31,024
15,7	0,142	0,144	31,024
15,8	0,116	0,057	31,024
