time [µs]	Amp[V]	HF [V]	TGC [dB]
84,3	0,004	-0,006	1,575
84,4	0,005	0,002	1,575
84,5	0,006	-0,006	1,575
84,6	0,008	-0,006	1,575
84,7	0,008	-0,006	1,575
84,8	0,008	0,002	1,575
84,9	0,006	0,002	1,575
85,0	0,004	0,002	1,575
85,1	0,003	0,002	1,575
85,2	0,003	0,002	1,575
85,3	0,002	0,002	1,575
85,4	0,002	0,002	1,575
85,5	0,002	0,002	1,575
85,6	0,002	0,002	1,575
85,7	0,003	0,002	1,575
85,8	0,004	0,002	1,575
85,9	0,006	-0,006	1,575
86,0	0,008	-0,006	1,575
86,1	0,008	-0,006	1,575
86,2	0,007	0,002	1,575
86,3	0,006	-0,006	1,575
86,4	0,005	0,002	1,575
86,5	0,005	0,002	1,575
86,6	0,005	0,002	1,575
86,7	0,006	-0,006	1,575
86,8	0,006	0,002	1,575
86,9	0,006	0,002	1,575
87,0	0,005	0,002	1,575
87,1	0,004	0,002	1,575
87,2	0,003	0,002	1,575
87,3	0,003	0,002	1,575
87,4	0,003	0,002	1,575
87,5	0,003	0,002	1,575
87,6	0,003	0,002	1,575
87,7	0,003	0,002	1,575
87,8	0,003	0,002	1,575
87,9	0,003	0,002	1,575
88,0	0,003	0,002	1,575
88,1	0,003	0,002	1,575
88,2	0,003	0,002	1,575
88,3	0,002	0,002	1,575
88,4	0,002	0,002	1,575
88,5	0,003	0,002	1,575
88,6	0,003	0,002	1,575
88,7	0,002	0,002	1,575
88,8	0,002	0,002	1,575
88,9	0,002	0,002	1,575
89,0	0,002	0,002	1,575
89,1	0,002	0,002	1,575
89,2	0,002	0,002	1,575
89,3	0,002	0,002	1,575
89,4	0,002	0,002	1,575
89,5	0,002	0,002	1,575
89,6	0,002	0,002	1,575
89,7	0,004	0,002	1,575
89,8	0,005	0,002	1,575
89,9	0,005	-0,006	1,575
90,0	0,005	0,002	1,575
90,1	0,004	0,002	1,575
90,2	0,003	0,002	1,575
90,3	0,002	0,002	1,575
90,4	0,001	0,002	1,575
90,5	0,002	0,002	1,575
90,6	0,002	0,002	1,575
90,7	0,004	0,002	1,575
90,8	0,005	-0,006	1,575
90,9	0,007	0,002	1,575
91,0	0,007	0,002	1,575
91,1	0,006	-0,006	1,575
91,2	0,005	0,002	1,575
91,3	0,003	0,002	1,575
91,4	0,002	0,002	1,575
91,5	0,003	0,002	1,575
91,6	0,005	-0,006	1,575
91,7	0,007	0,002	1,575
91,8	0,008	0,002	1,575
91,9	0,007	-0,006	1,575
92,0	0,005	0,002	1,575
92,1	0,004	0,002	1,575
92,2	0,005	0,002	1,575
92,3	0,006	-0,006	1,575
92,4	0,006	0,002	1,575
92,5	0,005	0,002	1,575
92,6	0,004	0,002	1,575
92,7	0,002	0,002	1,575
92,8	0,002	0,002	1,575
92,9	0,004	0,002	1,575
93,0	0,006	0,002	1,575
93,1	0,006	-0,006	1,575
93,2	0,006	0,002	1,575
93,3	0,005	0,002	1,575
93,4	0,004	0,002	1,575
93,5	0,003	0,002	1,575
93,6	0,003	0,002	1,575
93,7	0,003	0,002	1,575
93,8	0,003	0,002	1,575
93,9	0,003	0,002	1,575
94,0	0,003	0,002	1,575
94,1	0,004	0,002	1,575
94,2	0,005	0,002	1,575
94,3	0,006	-0,006	1,575
94,4	0,006	0,002	1,575
94,5	0,005	0,002	1,575
94,6	0,004	0,002	1,575
94,7	0,003	0,002	1,575
94,8	0,003	0,002	1,575
94,9	0,003	0,002	1,575
95,0	0,003	0,002	1,575
95,1	0,003	0,002	1,575
95,2	0,003	0,002	1,575
95,3	0,004	0,002	1,575
95,4	0,006	0,002	1,575
95,5	0,006	-0,006	1,575
95,6	0,006	0,002	1,575
95,7	0,005	0,002	1,575
95,8	0,004	0,002	1,575
95,9	0,003	0,002	1,575
96,0	0,003	0,002	1,575
96,1	0,004	0,002	1,575
96,2	0,003	0,002	1,575
96,3	0,003	0,002	1,575
96,4	0,004	0,002	1,575
96,5	0,005	0,002	1,575
96,6	0,006	0,002	1,575
96,7	0,007	-0,006	1,575
96,8	0,006	0,002	1,575
96,9	0,005	0,002	1,575
97,0	0,004	0,002	1,575
97,1	0,004	0,002	1,575
97,2	0,004	0,002	1,575
97,3	0,004	0,002	1,575
97,4	0,004	0,002	1,575
97,5	0,004	0,002	1,575
97,6	0,005	0,002	1,575
97,7	0,006	0,002	1,575
97,8	0,008	0,002	1,575
97,9	0,008	-0,006	1,575
98,0	0,006	0,002	1,575
98,1	0,005	-0,006	1,575
98,2	0,005	0,002	1,575
98,3	0,007	-0,006	1,575
98,4	0,008	0,002	1,575
98,5	0,008	0,002	1,575
98,6	0,007	0,002	1,575
98,7	0,005	-0,006	1,575
98,8	0,006	0,002	1,575
98,9	0,008	0,002	1,575
99,0	0,009	0,002	1,575
99,1	0,009	-0,006	1,575
99,2	0,006	0,002	1,575
99,3	0,005	-0,006	1,575
99,4	0,007	0,002	1,575
99,5	0,010	0,002	1,575
99,6	0,012	0,002	1,575
99,7	0,010	-0,006	1,575
99,8	0,005	0,002	1,575
99,9	0,003	0,002	1,575
