time [µs]	Amp[V]	HF [V]	TGC [dB]
2,6	0,526	-0,259	1,575
2,7	0,351	-0,211	1,575
2,8	0,293	-0,141	1,575
2,9	0,340	-0,400	1,417
3,0	0,438	-0,141	1,417
3,1	0,513	0,411	1,575
3,2	0,503	0,395	1,575
3,3	0,394	-0,133	1,575
3,4	0,229	-0,219	1,575
3,5	0,084	-0,007	1,575
3,6	0,013	0,025	1,575
3,7	0,019	-0,022	1,575
3,8	0,061	0,041	1,575
3,9	0,086	0,064	1,575
4,0	0,075	-0,015	1,575
4,1	0,039	-0,038	1,575
4,2	0,009	-0,007	1,575
4,3	0,001	0,001	1,575
4,4	0,009	-0,007	1,575
4,5	0,019	-0,007	1,417
4,6	0,021	0,009	1,575
4,7	0,016	-0,015	1,575
4,8	0,015	-0,015	1,575
4,9	0,020	0,017	1,575
5,0	0,027	0,017	1,575
5,1	0,027	-0,007	1,575
5,2	0,018	-0,015	1,575
5,3	0,007	-0,007	1,575
5,4	0,001	0,001	1,575
5,5	0,005	-0,007	1,575
5,6	0,013	0,009	1,575
5,7	0,018	0,009	1,575
5,8	0,016	0,001	1,575
5,9	0,011	-0,007	1,575
6,0	0,007	-0,007	1,575
6,1	0,010	0,009	1,102
6,2	0,016	0,009	2,362
6,3	0,021	0,001	3,937
6,4	0,019	-0,015	5,354
6,5	0,014	-0,015	6,299
6,6	0,011	0,001	6,929
6,7	0,013	0,009	7,559
6,8	0,022	0,025	8,031
6,9	0,032	0,017	8,346
7,0	0,037	0,001	8,819
7,1	0,035	-0,022	9,134
7,2	0,028	-0,030	9,449
7,3	0,022	-0,007	9,921
7,4	0,020	0,017	10,236
7,5	0,020	0,017	10,551
7,6	0,022	0,001	10,866
7,7	0,021	-0,007	11,181
7,8	0,018	-0,007	11,496
7,9	0,015	-0,015	11,811
8,0	0,013	-0,015	12,126
8,1	0,012	0,001	12,441
8,2	0,013	0,009	12,756
8,3	0,013	-0,007	13,071
8,4	0,013	-0,015	13,386
8,5	0,014	0,001	13,701
8,6	0,014	0,009	14,016
8,7	0,014	-0,007	14,331
8,8	0,014	-0,015	14,646
8,9	0,013	-0,007	14,961
9,0	0,013	0,009	15,276
9,1	0,015	0,001	15,748
9,2	0,019	-0,007	16,063
9,3	0,024	-0,015	16,220
9,4	0,028	-0,022	16,693
9,5	0,031	-0,030	16,850
9,6	0,032	-0,022	17,165
9,7	0,034	0,017	17,480
9,8	0,035	0,033	17,795
9,9	0,036	0,017	18,268
10,0	0,036	-0,015	18,583
10,1	0,033	-0,022	18,898
10,2	0,028	-0,030	19,213
10,3	0,023	-0,022	19,528
10,4	0,020	-0,007	19,843
10,5	0,021	0,017	20,157
10,6	0,028	0,009	20,472
10,7	0,040	-0,022	20,630
10,8	0,054	-0,054	20,945
10,9	0,064	-0,054	21,417
11,0	0,070	-0,015	21,732
11,1	0,069	0,041	22,047
11,2	0,066	0,072	22,362
11,3	0,066	0,041	22,677
11,4	0,071	0,001	22,992
11,5	0,082	-0,046	23,307
11,6	0,091	-0,085	23,622
11,7	0,092	-0,085	23,937
11,8	0,083	-0,022	24,252
11,9	0,067	0,033	24,567
12,0	0,053	0,041	24,882
12,1	0,048	0,048	25,197
12,2	0,052	0,041	25,512
12,3	0,062	0,001	25,827
12,4	0,071	-0,054	26,142
12,5	0,073	-0,070	26,457
12,6	0,069	-0,046	26,772
12,7	0,064	-0,007	27,244
12,8	0,061	0,041	27,402
12,9	0,063	0,064	27,717
13,0	0,065	0,041	28,189
13,1	0,061	-0,015	28,346
13,2	0,050	-0,046	28,661
13,3	0,033	-0,030	28,976
13,4	0,017	0,001	29,291
13,5	0,012	0,001	29,606
13,6	0,020	0,017	29,921
13,7	0,037	0,009	30,236
13,8	0,055	-0,054	30,551
13,9	0,065	-0,038	31,181
14,0	0,064	0,033	31,339
14,1	0,058	0,056	31,181
14,2	0,052	0,033	31,181
14,3	0,052	-0,007	31,024
14,4	0,056	-0,046	31,024
14,5	0,056	-0,054	31,024
14,6	0,047	-0,015	31,024
14,7	0,031	0,017	31,024
14,8	0,015	0,017	31,024
14,9	0,008	0,001	30,866
15,0	0,013	-0,007	30,866
15,1	0,028	-0,022	31,024
15,2	0,042	-0,038	31,024
15,3	0,048	0,001	31,024
15,4	0,046	0,033	31,024
15,5	0,038	0,033	31,024
15,6	0,032	0,033	31,024
15,7	0,031	0,025	31,024
15,8	0,034	0,001	31,024
15,9	0,036	-0,015	31,024
16,0	0,037	-0,030	31,024
16,1	0,035	-0,038	31,024
16,2	0,033	-0,015	30,866
16,3	0,032	0,001	31,024
16,4	0,031	0,025	31,024
16,5	0,029	0,025	31,024
16,6	0,024	0,017	31,024
16,7	0,019	-0,007	31,024
16,8	0,015	-0,015	31,024
16,9	0,015	-0,015	31,024
17,0	0,016	0,001	31,024
17,1	0,017	-0,015	30,866
